Gene	Clade_0	Clade_1	Clade_2	Clade_3	Clade	Ecotype	Allele	File	HV
GWHPACDY009166	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEJ009258	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDZ008779	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEW008961	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GLYMA_03G037100_1	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	W82	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEO008971	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEO	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEB008360	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEK008277	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEK	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEC008738	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEM009102	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEI009248	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEI	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDY009196	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDZ008797	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GLYMA_ZH13_U020400_1_P	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEB008305	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEU085008	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEN008250	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008516	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEV077009	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008533	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEC008675	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEU084994	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDY009119	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
W05_GLYSO_03G005977_1_P	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACES009009	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACES	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDY009122	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEG008907	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEU008978	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEH009077	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEH	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACER008219	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008500	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008545	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEV008443	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008555	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEV008455	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEF008392	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACED008416	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008528	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEV008400	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008505	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEG008889	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEP008416	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEA009166	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEA	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACED008442	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDY009100	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEJ009216	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEN008749	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEC008666	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GLYMA_ZH13_03G032400_1_P	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEM009038	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEM	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEI009195	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEI	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACET009053	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEX079122	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEX	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEW008888	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEJ009654	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEJ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDY009125	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GLYMA_ZH13_U021400_1_P	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEN008262	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEC008691	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEC008691	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEB008321	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEB008321	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDZ008737	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008505	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008526	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008526	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008526	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEC008671	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEV008422	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEN008247	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008511	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEB008301	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEU085004	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008541	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEC008683	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEC	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEV077020	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEV	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEN008255	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEN	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEB008314	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEB	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GLYMA_ZH13_U022700_1_P	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	ZH13	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008497	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEL008516	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEL	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDY009111	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDY	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEU084988	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEU084988	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008487	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEW008892	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
W05_GLYSO_03G005986_1_P	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEW008904	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEP078811	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEF080698	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEF	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEH009054	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEH	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACDZ008743	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACDZ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACES008994	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACES	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GLYMA_03G039300_1	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	W82	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACED008401	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACED	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEP008396	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEP	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEU009027	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEU	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACER008268	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACER	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEA009215	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEA	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACET009110	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACET	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
W05_GLYSO_03G006029_1_P	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	W05	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEQ008609	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEQ	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEO009002	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEO	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEG008959	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEG	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
GWHPACEW008986	Int7287_409	Int7287_409_656_L_353	Int7287_409_656_L_353	NA	Int7287_409_656_L_353	GWHPACEW	1	RAxML_tree_pbNB-ARC/Clade_Refinement_1/Int7287_409_656_L_353.afa	1
