Clade parent node branch.length label bootstrap mrca_id N_OverlapEco
Int4300_27 46 47 0.13049704877615592 NA 100 ZM00001EB407930_P001|ZM00042AB427440_P001 1
Int4330_29 52 22 6.867587917683843 ZM00024AB200750_P001 NA NA 1
Int4358_19 28 29 0.10642673242775988 NA 100 ZM00029AB118280_P001|ZM00031AB119100_P001 0
Int4358_19 28 30 0.14863333551756383 NA 100 ZM00030AB114980_P001|ZM00018AB118170_P001 0
Int4413_17 19 20 0.1575017103246358 NA 100 ZM00023AB116850_P001|ZM00033AB119670_P001 2
Int4413_17 23 24 0.1610801379771528 NA 45 ZM00031AB117820_P001|ZM00037AB113790_P001 0
Int4472_18 23 27 0.776990992958813 NA 100 ZM00033AB341910_P001|ZM00040AB343210_P001 0
Int4489_28 35 37 0.11633050103719879 NA 62 ZM00019AB186520_P001|ZM00033AB208820_P001 2
Int4489_28 37 8 0.12219759788344757 ZM00019AB186520_P001 NA NA 1
Int4518_30 37 6 0.3934430803265058 ZM00040AB094300_P001 NA NA 1
Int4518_30 36 37 0.4484128865706393 NA 94 ZM00040AB094300_P001|ZM00027AB113430_P001 2
Int4518_30 37 38 0.9776523265494144 NA 100 ZM00027AB113430_P001|ZM00040AB120050_P001 2
Int4548_15 20 22 0.10831050953912807 NA 100 ZM00036AB180240_P001|ZM00024AB177610_P001 0
Int4548_15 19 20 0.10863655314574848 NA 100 ZM00025AB180930_P001|ZM00036AB180240_P001 1
Int4548_15 25 10 0.11176557405473594 ZM00027AB177120_P001 NA NA 0
Int4548_15 20 21 0.28098823981218257 NA 100 ZM00025AB180930_P001|ZM00023AB179470_P001 1
Int4616_18 34 16 0.1053111245441856 ZM00019AB110650_P001 NA NA 0
Int4635_38 51 52 0.2522980533397571 NA 100 ZM00038AB423510_P001|ZM00021AB421300_P001 4
Int4674_114 122 123 0.11672291134751503 NA 100 ZM00041AB437010_P001|ZM00032AB437880_P001 2
Int4674_114 125 126 0.12287174663572274 NA 100 ZM00037AB423420_P001|ZM00025AB090280_P001 17
Int4674_114 124 182 0.17998464086786772 NA 100 ZM00034AB095070_P001|ZM00024AB091460_P001 14
Int4674_114 150 157 0.21741736826853428 NA 100 ZM00036AB120810_P001|ZM00034AB124920_P001 26
Int4674_114 150 151 0.3032096607940643 NA 100 ZM00028AB120060_P001|ZM00001EB117700_P001 7
Int4674_114 143 150 0.3240163647286027 NA 100 ZM00028AB120060_P001|ZM00034AB124920_P001 26
Int4674_114 125 143 0.6226316729561074 NA 100 ZM00001EB419270_P001|ZM00028AB120060_P001 26
Int4674_114 143 144 1.133465572914784 NA 100 ZM00001EB419270_P001|ZM00035AB435850_P001 7
Int4787_129 228 93 0.1054743614968598 ZM00019AB391590_P001 NA NA 1
Int4787_129 210 76 0.13499214002282015 ZM00040AB431200_P001 NA NA 1
Int4787_129 158 172 0.13637271223039674 NA 100 ZM00029AB422830_P001|ZM00030AB408480_P001 26
Int4787_129 211 215 0.15525821093132408 NA 100 ZM00027AB411270_P001|ZM00040AB431180_P001 2
Int4787_129 172 173 0.1606077230212836 NA 100 ZM00024AB414620_P001|ZM00029AB422830_P001 9
Int4787_129 211 212 0.17715176059062643 NA 100 ZM00022AB411220_P001|ZM00039AB414010_P001 4
Int4787_129 182 47 0.20734811098865114 ZM00030AB408480_P001 NA NA 1
Int4916_25 30 31 1.229370250890819 NA 100 ZM00018AB296860_P001|ZM00042AB296200_P001 5
Int4941_37 52 53 0.11031525266604143 NA 67 ZM00038AB200260_P001|ZM00036AB202740_P001 3
Int4941_37 43 44 1.1042131913893882 NA 100 ZM00040AB210890_P001|ZM00023AB202870_P001 10
Int5038_20 23 1 0.12590734769969292 ZM00019AB154980_P001 NA NA 1
Int5038_20 38 18 9.331391386296916 ZM00024AB167670_P001 NA NA 0
Int5061_32 57 20 2.02091405022304 ZM00024AB200770_P001 NA NA 1
Int5093_25 29 2 0.31225537507974765 ZM00028AB348150_P001 NA NA 0
Int5237_22 28 29 0.47074572617455873 NA 100 ZM00031AB294160_P001|ZM00042AB296180_P001 3
Int5433_53 71 72 0.115131869057547 NA 100 ZM00040AB241500_P001|ZM00025AB235410_P001 25
Int5485_123 148 149 0.13431591591301648 NA 92 ZM00041AB118810_P001|ZM00019AB187190_P001 25
Int5485_123 132 147 0.20251138966363774 NA 100 ZM00041AB118810_P001|ZM00021AB203360_P001 25
Int5485_123 147 201 0.22904373829081934 NA 100 ZM00021AB203360_P001|ZM00018AB208340_P001 24
Int5485_123 148 176 0.520464141006821 NA 100 ZM00027AB204330_P001|ZM00018AB208400_P001 26
Int5485_123 149 152 0.58700030321637 NA 100 ZM00019AB187190_P001|ZM00001EB197290_P001 25
Int5485_123 149 150 1.582602089097748 NA 100 ZM00024AB116850_P001|ZM00041AB118810_P001 3
Int5763_50 63 64 0.3481769421771738 NA 100 ZM00026AB202320_P001|ZM00024AB202790_P001 19
Int5763_50 64 83 0.8209746098824694 NA 100 ZM00024AB202790_P001|ZM00022AB202090_P001 2
Int5763_50 64 65 1.0053291015515302 NA 100 ZM00027AB203880_P001|ZM00026AB202320_P001 19
Int5763_50 85 88 2.363428758268781 NA 100 ZM00041AB118800_P001|ZM00020AB115870_P001 3
Int5886_54 61 62 0.13079604014696122 NA 83 ZM00018AB066170_P001|ZM00026AB327990_P001 8
Int5886_54 63 64 0.13411932763643833 NA 43 ZM00018AB066180_P001|ZM00026AB064130_P001 6
Int5886_54 78 79 0.13989523464375175 NA 91 ZM00037AB207850_P001|ZM00032AB212960_P001 13
Int5886_54 72 78 0.2173508964733245 NA 68 ZM00039AB210320_P001|ZM00037AB207850_P001 14
Int5886_54 62 63 0.22472757451129083 NA 82 ZM00018AB066170_P001|ZM00018AB066180_P001 6
Int5886_54 60 61 0.2364536260335936 NA 100 ZM00018AB066170_P001|ZM00028AB346370_P001 7
Int5886_54 105 50 0.8139163359580748 ZM00028AB346370_P001 NA NA 1
Int5939_50 56 58 0.10456456444094808 NA 100 ZM00029AB113430_P001|ZM00027AB166490_P001 8
Int5939_50 58 92 0.11677626867002754 NA 100 ZM00027AB166490_P001|ZM00039AB166470_P001 8
Int5939_50 57 6 0.13455118354281334 ZM00019AB154650_P001 NA NA 1
Int5939_50 59 84 0.137383008386473 NA 100 ZM00028AB169290_P001|ZM00029AB170390_P001 9
Int5939_50 59 60 0.15440174296510498 NA 100 ZM00029AB113430_P001|ZM00042AB112950_P001 15
Int6085_245 261 262 0.12359545684573434 NA 72 ZM00038AB157780_P001|ZM00030AB154770_P001 26
Int6085_245 261 314 0.13814093755315754 NA 47 ZM00038AB228410_P001|ZM00019AB286740_P001 26
Int6085_245 264 12 0.1414285401739523 ZM00041AB161070_P001 NA NA 1
Int6085_245 342 343 0.1463870981981002 NA 100 ZM00019AB286740_P001|ZM00034AB319640_P001 19
Int6085_245 340 413 0.14733106625476364 NA 100 ZM00031AB310580_P001|ZM00031AB316850_P001 14
Int6085_245 342 368 0.17640737046530014 NA 100 ZM00028AB306580_P001|ZM00040AB318020_P001 22
Int6085_245 339 340 0.18374484183386888 NA 100 ZM00019AB286740_P001|ZM00031AB310580_P001 26
Int6085_245 265 266 0.2546374272748991 NA 100 ZM00036AB158720_P001|ZM00030AB154770_P001 11
Int6085_245 314 338 0.303029819635587 NA 100 ZM00019AB286740_P001|ZM00018AB313010_P001 26
Int6085_245 265 276 0.3255725755878427 NA 100 ZM00032AB377880_P001|ZM00031AB376110_P001 24
Int6085_245 339 428 0.33913369797072207 NA 100 ZM00042AB121090_P001|ZM00028AB409220_P001 19
Int6085_245 262 265 0.39973463968528417 NA 100 ZM00030AB154770_P001|ZM00032AB377880_P001 26
Int6085_245 448 466 0.4192302755868048 NA 100 ZM00001EB298800_P001|ZM00029AB313040_P001 3
Int6085_245 448 449 0.4417403606872007 NA 100 ZM00018AB313010_P001|ZM00028AB306500_P001 18
Int6085_245 260 468 0.6637971432387555 NA 100 ZM00024AB438400_P001|ZM00037AB432890_P001 15
Int6085_245 262 263 0.7270923346340287 NA 100 ZM00038AB157780_P001|ZM00026AB155700_P001 3
Int6085_245 314 315 1.1228361284631034 NA 100 ZM00038AB228410_P001|ZM00020AB227070_P001 23
Int6085_245 259 260 1.2943201534394437 NA 100 ZM00038AB157780_P001|ZM00024AB438400_P001 22
Int6329_131 149 155 0.10417239520744115 NA 98 ZM00022AB411320_P001|ZM00032AB423170_P001 2
Int6329_131 205 207 0.10628740402091469 NA 100 ZM00039AB414140_P001|ZM00031AB422580_P001 4
Int6329_131 189 54 0.10916432323410365 ZM00032AB458260_P001 NA NA 1
Int6329_131 247 250 0.11031066002877751 NA 100 ZM00001EB405770_P001|ZM00018AB424800_P001 4
Int6329_131 240 241 0.11119248681332485 NA 100 ZM00029AB422990_P001|ZM00039AB414160_P001 2
Int6329_131 187 188 0.12773187910804967 NA 54 ZM00032AB458260_P001|ZM00042AB463220_P001 2
Int6329_131 180 181 0.13507371682441804 NA 79 ZM00036AB448910_P001|ZM00019AB392010_P001 8
Int6329_131 155 23 0.16499139153617734 ZM00032AB423170_P001 NA NA 1
Int6329_131 246 113 0.2823382580344232 ZM00036AB448930_P001 NA NA 1
Int6329_131 255 256 0.297762047271094 NA 78 ZM00021AB341230_P001|ZM00020AB340250_P001 2
Int6329_131 182 183 0.4223936114624934 NA 100 ZM00036AB448910_P001|ZM00028AB416360_P001 4
Int6329_131 188 189 0.48138111821257457 NA 99 ZM00032AB458260_P001|ZM00032AB459740_P001 1
Int6329_131 166 253 15.91093087171913 NA 100 ZM00020AB112770_P001|ZM00021AB341230_P001 6
Int6568_81 95 9 0.1029870310320864 ZM00026AB166500_P001 NA NA 1
Int6568_81 149 55 0.10756493813939304 ZM00038AB168070_P001 NA NA 1
Int6568_81 101 12 0.13977997886439955 ZM00019AB155370_P001 NA NA 1
Int6568_81 120 131 0.14513191018804278 NA 92 ZM00019AB377630_P001|ZM00026AB354460_P001 7
Int6568_81 118 120 0.1610935136614198 NA 100 ZM00042AB443560_P001|ZM00019AB377630_P001 13
Int6568_81 93 94 0.1707877139130257 NA 100 ZM00042AB170370_P001|ZM00026AB166500_P001 13
Int6568_81 96 106 1.5492892810016243 NA 100 ZM00023AB169370_P001|ZM00034AB175150_P001 19
Int6648_150 204 51 0.1053689428706727 ZM00042AB424800_P001 NA NA 1
Int6648_150 219 220 0.11763763495525915 NA 87 ZM00032AB423430_P001|ZM00021AB413170_P001 2
Int6648_150 296 145 0.11940676690607292 ZM00021AB448620_P001 NA NA 1
Int6648_150 282 131 0.14112193507937465 ZM00039AB414410_P001 NA NA 1
Int6648_150 230 76 0.15246143233450427 ZM00021AB413210_P001 NA NA 1
Int6648_150 154 162 0.15823073098162188 NA 100 ZM00039AB414490_P001|ZM00037AB409750_P001 7
Int6648_150 169 178 0.2654486898290003 NA 100 ZM00032AB423290_P001|ZM00030AB408900_P001 13
Int6648_150 219 222 0.27025920150277294 NA 82 ZM00036AB417530_P001|ZM00042AB424850_P001 3
Int6648_150 232 77 0.31771843885540274 ZM00001EB405980_P001 NA NA 1
Int6648_150 218 219 0.34951912264692087 NA 100 ZM00021AB413170_P001|ZM00036AB417530_P001 5
Int6648_150 222 69 0.45788713820302607 ZM00036AB417530_P001 NA NA 1
Int6821_24 35 7 0.165507913585121 ZM00021AB015450_P001 NA NA 0
