Clade parent node branch.length label bootstrap mrca_id N_OverlapEco
Int11890_361_504_R_81 116 117 0.13990083770187794 NA 100 GWHPACDY068214|GLYMA_ZH13_16G120400_1_P 5
Int11890_361_504_R_81 88 93 0.1458032157462639 NA 100 GWHPACEJ068351|GWHPACEU066775 15
Int11890_361_504_R_81 109 110 0.2165712496518589 NA 100 GLYMA_ZH13_16G120300_1_P|GWHPACEM066204 7
Int11890_361_599_R_29 33 37 0.10595984661520655 NA 100 GWHPACEC022927|W05_GLYSO_06G015925_1_P 3
Int11890_361_599_R_29 37 38 0.12292899559542199 NA 100 GWHPACEC022927|GWHPACES024277 1
Int11890_361_599_R_29 37 44 0.14696611438449056 NA 100 W05_GLYSO_06G015925_1_P|GWHPACEJ024901 4
Int11890_361_628_R_48 68 69 0.10284880924788956 NA 97 GLYMA_ZH13_16G189700_1_P|GWHPACEN066610 4
Int11890_361_628_R_48 75 77 0.10400713640016329 NA 100 GWHPACEC063220|GWHPACEI069730 1
Int11890_361_628_R_48 88 90 0.1136369597286703 NA 100 GLYMA_16G214100_1|W05_GLYSO_16G044381_1_P 6
Int11890_361_628_R_48 69 70 0.11372805540206171 NA 100 GLYMA_16G213700_1|GLYMA_ZH13_16G189700_1_P 3
Int11890_361_628_R_48 78 79 0.11498012394363591 NA 100 W05_GLYSO_16G044383_1_P|GLYMA_ZH13_16G190200_1_P 2
Int11890_361_628_R_48 89 40 0.11533367095677215 GLYMA_16G214900_1 NA NA 1
Int11890_361_628_R_48 80 81 0.11885822008357101 NA 100 GLYMA_16G215000_1|W05_GLYSO_16G044388_1_P 3
Int11890_361_628_R_48 58 59 0.13067979379565758 NA 100 GLYMA_16G198900_1|W05_GLYSO_16G044236_1_P 2
Int11890_361_628_R_48 85 36 0.136771655167486 GLYMA_ZH13_16G190300_1_P NA NA 1
Int11890_361_628_R_48 89 41 0.14041201987994276 GWHPACEX063073 NA NA 1
Int11890_361_628_R_48 88 89 0.1464044630344327 NA 99 GLYMA_16G214900_1|GWHPACEX063073 2
Int11890_361_628_R_48 69 72 0.15079467039187847 NA 100 GWHPACEN066610|GWHPACEO068166 1
Int11890_361_628_R_48 53 55 0.19142319240820327 NA 100 GWHPACES067573|GLYMA_16G198900_1 5
Int11890_361_628_R_48 73 74 0.2095677811867789 NA 100 GLYMA_ZH13_16G190600_1_P|W05_GLYSO_16G044386_1_P 2
Int11890_361_628_R_48 73 75 0.2519253674334827 NA 100 W05_GLYSO_16G044387_1_P|GWHPACEC063220 3
Int12253_29_38_L_16 27 28 0.12582067509048203 NA 100 GWHPACEN065929|GWHPACEJ068648 
Int12386_211_240_L_132 191 202 0.11690852146676008 NA 94 GWHPACEW059589|GWHPACEP056272 28
Int12386_211_240_L_132 144 145 0.19651260989302277 NA 97 GWHPACES075951|GWHPACER069879 6
Int12386_211_240_L_132 197 198 0.335218180552967 NA 100 GWHPACEL072012|GWHPACEC071038 5
Int12386_211_240_L_132 147 247 0.44407752845938714 NA 100 GWHPACEX030743|GWHPACEU033201 16
Int12744_100_122_R_56 76 82 0.21858663708989967 NA 100 GWHPACEC035607|GWHPACEI038886 25
Int12963_295_311_L_169 204 205 0.14450968924080704 NA 100 GWHPACDY076505|W05_GLYSO_18G048984_1_P 26
Int7491_119_143_R_50 75 76 0.05316075701766084 NA 100 GWHPACDZ078976|GWHPACEK072341 22
Int7884_206_319_R_57 70 71 0.10078351658357251 NA 100 GWHPACEI065985|W05_GLYSO_15G041837_1_P 17
Int8132_118_171_L_85 89 108 0.0955910496630753 NA 100 GWHPACEM053992|GWHPACEN053283 23
Int8275_250_264_R_62 69 78 0.10536643787050264 NA 100 GWHPACER057179|GWHPACEC058181 21
Int8559_390_422_L_64 79 81 0.12237482827365992 NA 100 GWHPACDZ038453|GWHPACDY040438 10
Int9024_309_319_R_168 277 305 0.1567555935759582 NA 100 GWHPACEO060564|GLYMA_ZH13_14G188000_1_P 9
Int9024_309_319_R_168 181 182 0.1594219688069729 NA 100 W05_GLYSO_14G039171_1_P|GWHPACDY061315 29
Int9024_309_319_R_168 180 181 0.16627344406367175 NA 100 W05_GLYSO_14G039171_1_P|GWHPACEI062079 21
Int9024_309_319_R_168 276 277 0.18728289714629487 NA 100 GWHPACEL056779|GWHPACEO060564 28
Int9024_309_319_R_168 277 278 0.20272089427281784 NA 100 W05_GLYSO_14G039348_1_P|GWHPACEL056779 28
Int9342_188_247_L_79 97 98 0.10315296487816739 NA 100 GWHPACDY065663|GLYMA_ZH13_15G228700_1_P 19
Int9342_188_247_L_79 90 91 0.12610006500436496 NA 100 GLYMA_15G247400_11|GLYMA_15G247600_1 16
Int9342_188_247_L_79 91 129 0.15957091914315688 NA 100 GLYMA_15G247600_1|GWHPACEA064276 25
Int9555_160_226_L_93 105 106 0.09923382415429474 NA 100 GWHPACES075919|GWHPACEL071979 20
Int9778_403_509_R_83 94 122 0.05897269927686583 NA 100 GWHPACEN070502|GWHPACEC066838 23
Int9778_403_423_R_57 65 66 0.11318279387061018 NA 100 GWHPACER016355|GWHPACEM017906 28
