Clade parent node branch.length label bootstrap mrca_id N_OverlapEco
Int11051_30 39 40 1.4886753571637645 NA 100 GWHPACDY042772|GWHPACEC039374 7
Int11080_32 52 53 0.5814671341282068 NA 100 GWHPACED063280|GWHPACEB060274 9
Int11113_180 193 194 0.16707733203022468 NA 100 GWHPACEF009113|GWHPACEF009108 18
Int11113_180 344 351 0.18367657338770513 NA 100 GLYMA_12G239200_1|GWHPACEA051590 5
Int11113_180 300 301 0.20673731647016388 NA 100 GWHPACEE009886|GWHPACEB059762 17
Int11113_180 270 271 0.21019568997263058 NA 100 GLYMA_ZH13_16G079200_1_P|GWHPACDY067493 27
Int11113_180 250 251 0.2161810858368861 NA 100 GWHPACEV059760|GWHPACEU066025 20
Int11113_180 217 218 0.26323297093098824 NA 100 GWHPACEA009963|GWHPACEP009160 17
Int11113_180 301 303 0.26648754973883443 NA 100 GWHPACEK058679|GWHPACEB059762 16
Int11113_180 217 234 0.2753241229968055 NA 100 GWHPACEO009762|GWHPACEI010028 17
Int11113_180 196 197 0.2828768633319934 NA 100 GWHPACEF009113|GWHPACEW009743 21
Int11113_180 301 302 0.29440323989373013 NA 100 GWHPACEE009886|GWHPACEU009995 2
Int11113_180 300 318 0.30727448055831813 NA 100 GWHPACEV059752|GWHPACEV059745 24
Int11113_180 344 345 0.3298725668736893 NA 100 GWHPACEF009108|GLYMA_03G088000_1 7
Int11293_117 149 150 0.15902261339946888 NA 100 GWHPACEC009301|GWHPACEJ009924 22
Int11293_117 146 147 0.16272100189014174 NA 100 GWHPACEC009301|W05_GLYSO_01G001163_1_P 16
Int11293_117 149 171 0.17076319109120208 NA 100 GWHPACEV001607|GWHPACEG001688 20
Int11293_117 148 190 0.24724582504090348 NA 100 GWHPACEQ009148|GWHPACEA009774 22
Int11293_117 147 211 0.2632381060734819 NA 100 W05_GLYSO_01G001163_1_P|GWHPACEB001604 21
Int11409_395 665 666 0.19332593546063043 NA 100 GWHPACEB045590|GWHPACED047146 23
Int11409_395 665 688 0.2028364854269495 NA 100 GWHPACEM024311|GWHPACDY024837 22
Int11409_395 466 755 0.3105518075785062 NA 100 GWHPACEK021815|GWHPACDZ023597 26
Int11409_395 785 786 0.3118931820870759 NA 100 GWHPACDZ023592|GWHPACEC022864 3
Int11409_395 711 304 0.33511275876557306 GWHPACEN048779 NA NA 1
Int11409_395 467 752 0.35434187145890467 NA 100 GWHPACEF022400|GWHPACEF022405 2
Int11409_395 782 785 0.37619791583609563 NA 100 W05_GLYSO_06G015926_1_P|GWHPACEC022864 4
Int11409_395 468 635 0.3830146730773473 NA 100 GWHPACEJ052292|GWHPACEB045590 29
Int11409_395 470 471 0.44027324001070917 NA 100 GWHPACEJ024892|W05_GLYSO_06G015831_1_P 29
Int11409_395 664 665 0.5020203819501508 NA 100 GWHPACEB045590|GWHPACEM024311 29
Int11409_395 470 614 0.7665510696707472 NA 100 GWHPACDY050888|GWHPACDZ050974 22
Int11409_395 664 709 0.9223704649399195 NA 100 GWHPACEV077187|GLYMA_ZH13_12G118200_1_P 29
Int11409_395 469 62 1.0231070044973172 W05_GLYSO_10G026825_1_P NA NA 1
Int11409_395 635 636 1.8089176994541853 NA 100 GWHPACER046519|GWHPACEJ052292 29
Int11837_52 68 69 0.43315106526865554 NA 100 GWHPACEJ069307|GWHPACDZ048370 22
Int11837_52 69 70 0.744532108043609 NA 100 GWHPACEJ069307|GWHPACEG066768 2
Int11837_52 69 71 0.8918902316781492 NA 100 GWHPACDZ048370|GWHPACEF043413 22
Int11890_361 424 425 0.3473850053387181 NA 100 GWHPACDY078521|GWHPACDZ074835 29
Int11890_361 675 309 0.3585266191095655 GLYMA_09G161400_1 NA NA 1
Int11890_361 584 599 0.37103498044815225 NA 92 GWHPACEB022572|GWHPACEB022590 17
Int11890_361 406 407 0.3815083797887639 NA 100 GLYMA_16G212300_1|GLYMA_ZH13_16G113500_1_P 15
Int11890_361 627 628 0.4218175305436714 NA 100 GLYMA_16G198900_1|GWHPACET068238 18
Int11890_361 454 455 0.4231810413123989 NA 100 GWHPACEA077088|GWHPACEC072064 28
Int11890_361 454 504 0.46731553577795243 NA 100 GWHPACDY068214|GLYMA_ZH13_16G120300_1_P 27
Int11890_361 453 584 0.4793501769960917 NA 100 GLYMA_ZH13_06G246800_1_P|GWHPACEB022572 24
Int11890_361 382 405 0.809582285927854 NA 100 GLYMA_16G212300_1|GLYMA_16G198900_1 27
Int11890_361 678 679 1.0529855575597693 NA 100 GWHPACEW067265|GWHPACEG066797 2
Int12253_29 37 38 0.10324947932565076 NA 100 GWHPACEN065926|GWHPACEC062606 7
Int12253_29 38 49 0.19095418848408865 NA 100 GWHPACEC062606|GLYMA_ZH13_16G142300_1_P 2
Int12253_29 38 39 0.24817040836536486 NA 100 GWHPACEN065926|GWHPACEI069026 8
Int12253_29 49 19 0.46786948362752034 GLYMA_ZH13_16G142300_1_P NA NA 1
Int12285_28 44 45 0.25724007971904 NA 100 W05_GLYSO_15G041846_1_P|GWHPACEX059594 7
Int12285_28 44 16 0.4678207262531407 GWHPACEQ050589 NA NA 0
Int12285_28 31 44 0.9647626003910506 NA 100 GWHPACEQ050589|W05_GLYSO_15G041846_1_P 7
Int12312_35 63 64 0.16613787001436411 NA 100 GWHPACET004894|W05_GLYSO_02G003265_1_P 2
Int12312_35 63 65 0.2066775629160573 NA 100 W05_GLYSO_16G043874_1_P|GLYMA_ZH13_16G142600_1_P 5
Int12312_35 41 63 0.46392392495294404 NA 100 GWHPACET004894|W05_GLYSO_16G043874_1_P 6
Int12346_39 43 55 0.9216423093710053 NA 100 GWHPACDZ042947|GLYMA_13G194900_1 14
Int12386_211 239 240 0.46578629806575494 NA 100 GWHPACEB069108|W05_GLYSO_12G033047_1_P 29
Int12386_211 240 241 0.5404026615887514 NA 100 GWHPACEB069108|GWHPACEM075691 28
Int12386_211 241 242 0.5652617574285699 NA 100 GWHPACEK068025|GWHPACEB069108 27
Int12386_211 240 295 0.8128801767947085 NA 100 W05_GLYSO_12G033047_1_P|GWHPACEG047169 24
Int12633_57 72 86 0.9228476193267143 NA 100 GWHPACEK067825|GWHPACDZ074112 26
Int12744_100 107 122 0.950910773713909 NA 100 W05_GLYSO_09G024832_1_P|W05_GLYSO_01G000108_1_P 29
Int12689_54 65 66 0.0628445153969401 NA 100 GWHPACDZ002613|GWHPACEA002652 25
Int12847_58 79 80 0.286369435307696 NA 100 GWHPACEF031895|GWHPACEE033820 29
Int12905_55 73 74 0.1944038169008867 NA 100 GWHPACDY025187|GWHPACEV022881 23
Int12963_295 311 369 0.10643300665665892 NA 97 GWHPACEV066428|GWHPACDY074952 29
Int12963_295 312 344 0.16432213710436402 NA 100 GWHPACDY074960|GWHPACEP068656 21
Int12963_295 369 406 0.16961455911272563 NA 100 GWHPACDY074952|W05_GLYSO_18G047981_1_P 29
Int12963_295 526 228 0.1780134240813946 GWHPACEH033933 NA NA 1
Int12963_295 426 427 0.3364941565023591 NA 100 W05_GLYSO_18G047980_1_P|GWHPACEF069247 2
Int12963_295 307 311 0.6648571598553726 NA 100 W05_GLYSO_18G047992_1_P|GWHPACEV066428 29
Int13273_240 288 309 0.7339681401852698 NA 100 GWHPACEU073349|GWHPACEU073261 12
Int13273_240 288 289 0.7598603356525361 NA 100 W05_GLYSO_01G001584_1_P|GWHPACED002275 21
Int13537_99 110 144 0.12798799792469043 NA 100 GWHPACEL032229|GWHPACEO073909 28
Int13537_99 111 112 0.17364038064012055 NA 100 GWHPACDY082796|W05_GLYSO_20G053105_1_P 27
Int13537_99 144 145 0.22436883152675216 NA 100 GWHPACEL032229|GWHPACEI034792 25
Int13537_99 109 110 0.22698084837523497 NA 100 GWHPACDY082796|GWHPACEL032229 17
Int13537_99 111 138 0.23542422067511803 NA 100 GWHPACDY082774|GWHPACEV073686 7
Int13537_99 144 169 0.2611246249085056 NA 100 GWHPACEO073909|GLYMA_18G105100_1 23
Int13635_63 89 106 0.24668469482765235 NA 100 GWHPACDY085216|GWHPACER076520 18
Int13635_63 74 89 0.3189648422272436 NA 100 GWHPACEG081963|GWHPACDY085216 20
Int13635_63 89 90 0.36852045468359407 NA 100 GWHPACEG081963|W05_GLYSO_20G054635_1_P 17
Int7287_409 691 711 0.11854136115663415 NA 100 GWHPACDY009177|GWHPACEP008444 20
Int7287_409 655 656 0.1699671855540516 NA 100 GWHPACEM009099|GWHPACES009052 27
Int7289_198 291 292 0.26337238483977254 NA 100 GWHPACEL008670|GWHPACES009113 17
Int7289_198 283 284 0.4234321708544031 NA 100 W05_GLYSO_03G006088_1_P|W05_GLYSO_03G006091_1_P 5
Int7289_198 291 321 1.5461950563985292 NA 100 GWHPACEJ001987|GWHPACEF001937 20
Int7491_119 141 142 0.10872008232069441 NA 100 GWHPACEK072341|GLYMA_ZH13_13G057600_1_P 28
Int7491_119 142 143 0.14207973122994413 NA 100 GWHPACEK072341|GWHPACDZ078975 28
Int7491_119 140 141 0.2126655860014216 NA 100 GWHPACEK072341|GWHPACEB073276 27
Int7491_119 141 194 0.2234820374854162 NA 100 GWHPACEC075756|GWHPACEB073276 25
Int7491_119 142 192 0.3901674160576024 NA 100 GLYMA_ZH13_13G057600_1_P|GWHPACEJ053690 3
Int7663_158 220 221 0.32109019038783065 NA 100 GWHPACEK048110|GWHPACET054655 28
Int7663_158 224 225 0.39840693744095323 NA 100 GWHPACET054655|GWHPACDZ042916 23
Int7663_158 223 248 0.42654149977035216 NA 100 GWHPACET054683|GWHPACEE053795 22
Int7663_158 221 135 0.49322151363425315 GWHPACEK048110 NA NA 1
Int7663_158 221 135 0.49322151363425315 GWHPACEK048110 NA NA 1
Int7663_158 221 135 0.49322151363425315 GWHPACEK048110 NA NA 1
Int7663_158 221 135 0.49322151363425315 GWHPACEK048110 NA NA 1
Int7663_158 222 269 0.6848554037947436 NA 100 GWHPACEP059860|GWHPACEQ059469 29
Int7663_158 224 247 0.7155819173885081 NA 100 GLYMA_05G006900_1|GLYMA_ZH13_05G006900_1_P 2
Int7884_206 318 319 0.23257553799632127 NA 100 W05_GLYSO_15G041850_1_P|W05_GLYSO_15G041837_1_P 26
Int7884_206 248 253 0.30906830129555923 NA 100 GWHPACEA064048|GWHPACEI065977 29
Int7884_206 365 366 0.3776461950149112 NA 100 GWHPACDZ062569|GWHPACEU084628 13
Int7884_206 290 291 0.5288120123095378 NA 100 GWHPACEI066026|GWHPACEL060506 8
Int7884_206 311 102 0.7678530201738688 GWHPACDZ062556 NA NA 1
Int8132_118 145 171 0.14733897203820423 NA 99 GWHPACET054566|GWHPACET054628 23
Int8275_250 330 331 0.10610310801524989 NA 100 GWHPACEN048709|W05_GLYSO_12G034156_1_P 28
Int8275_250 408 409 0.11300356784743774 NA 100 GWHPACDZ004107|GWHPACEL003966 28
Int8275_250 408 436 0.11470437170141046 NA 100 GWHPACEH000544|GWHPACET000540 27
Int8275_250 330 358 0.1455241180732488 NA 100 GWHPACDY064757|GLYMA_ZH13_15G177400_1_P 27
Int8275_250 466 467 0.1684384475909677 NA 100 GLYMA_01G065800_1|GWHPACEC000977 29
Int8275_250 329 384 0.17258305311984515 NA 100 GWHPACEC033017|GWHPACEL033332 25
Int8275_250 265 408 0.17307056398709703 NA 100 GWHPACDZ004107|GWHPACEH000544 28
Int8275_250 462 463 0.2089056065966718 NA 100 GWHPACEE000549|GWHPACDZ000532 4
Int8275_250 262 264 0.32122284078334445 NA 100 GWHPACDY061438|GWHPACEE000549 14
Int8275_250 466 213 0.3410310450237338 GLYMA_ZH13_19G095900_1_P NA NA 1
Int8275_250 266 11 1.756010437778403 GWHPACDY061438 NA NA 1
Int8559_390 424 628 0.3078990947185656 NA 100 W05_GLYSO_03G007097_1_P|GWHPACEH010516 28
Int8559_390 420 725 0.3168095662209274 NA 100 GWHPACEM022641|GWHPACEP021336 20
Int8559_390 421 422 0.4988072654168428 NA 100 GWHPACDY080210|GWHPACDZ006370 29
Int8559_390 421 706 0.5090292707629005 NA 100 GWHPACEA078326|GWHPACEJ080214 20
Int8559_390 424 425 0.5341168582959859 NA 100 GWHPACDY080210|GWHPACEW077847 29
Int8559_390 423 656 0.8477537234727899 NA 100 GWHPACER072187|GWHPACEP073673 24
Int8559_390 422 679 1.1839902640898283 NA 100 GWHPACDZ006370|GWHPACEP006094 28
Int8998_23 38 13 1.4994140506087779 GWHPACEA000197 NA NA 1
Int9024_309 354 403 0.26542693600955297 NA 100 GWHPACDY061622|GWHPACEU060270 29
Int9024_309 318 319 0.5727176213930929 NA 100 GWHPACEA025190|GWHPACES056886 20
Int9024_309 320 321 0.9337711354552477 NA 100 GWHPACEA025190|GWHPACEW024571 23
Int9024_309 355 381 1.0736269595049073 NA 100 W05_GLYSO_11G030064_1_P|GWHPACEV041792 23
Int9024_309 320 343 1.082901214354658 NA 100 W05_GLYSO_12G034289_1_P|GWHPACER045356 11
Int9024_309 355 356 1.1235808921919574 NA 100 GWHPACDZ055795|GWHPACES056886 26
Int9024_309 354 355 4.313545983220438 NA 100 GWHPACES056886|W05_GLYSO_11G030064_1_P 29
Int9342_188 247 248 0.4714013365226857 NA 100 GWHPACDY065664|GWHPACEC022767 29
Int9342_188 248 249 0.5717937077936476 NA 100 GWHPACEC022767|GWHPACEQ024453 29
Int9342_188 222 247 0.6131388252776305 NA 100 GWHPACEC022767|GWHPACEX051236 28
Int9342_188 247 336 0.6510331192846586 NA 100 GWHPACEX051236|GWHPACEN054258 20
Int9342_188 276 277 1.1372229574445094 NA 100 GWHPACEQ024453|GWHPACEV024061 28
Int9342_188 333 334 1.2910990347068818 NA 100 GWHPACEK067274|GWHPACEQ070184 3
Int9342_188 248 143 1.3610682115531723 GWHPACDY065664 NA NA 1
Int9342_188 249 250 1.545738529427328 NA 100 GWHPACEC022767|GWHPACEF022297 27
Int9342_188 249 276 1.665862246088395 NA 100 GWHPACEQ024453|GWHPACEK067274 28
Int9342_188 333 142 1.7389396910877861 GWHPACEJ088150 NA NA 1
Int9555_160 225 226 0.3906459837379093 NA 100 GWHPACEA051292|GWHPACEM051007 27
Int9555_160 226 246 0.6071982671662448 NA 100 GWHPACEM051007|W05_GLYSO_12G035324_1_P 24
Int9555_160 202 203 0.6610055191666687 NA 100 W05_GLYSO_14G038968_1_P|GWHPACES059509 23
Int9555_160 226 227 2.661192246925503 NA 100 GWHPACEA051292|W05_GLYSO_12G035140_1_P 20
Int9721_57 84 85 0.04901455105494306 NA 100 W05_GLYSO_05G012512_1_P|GWHPACEM019061 26
Int9778_403 715 716 0.10193784195533055 NA 100 GWHPACEI072631|GLYMA_ZH13_17G171000_1_P 26
Int9778_403 741 770 0.1116089979809558 NA 100 GWHPACEG069564|GWHPACEM070069 27
Int9778_403 421 422 0.11461948310939743 NA 100 GWHPACEP066132|GWHPACEG069573 29
Int9778_403 479 715 0.12538735856309807 NA 100 W05_GLYSO_05G011705_1_P|GWHPACEI072631 27
Int9778_403 420 421 0.1267116717959556 NA 100 GWHPACEP066132|GWHPACEX016783 17
Int9778_403 629 630 0.13599724708971875 NA 100 GWHPACEL042364|GWHPACDZ046533 26
Int9778_403 422 423 0.15675452588027425 NA 100 GWHPACEP066132|GWHPACEE017564 29
Int9778_403 715 306 0.20177571017025112 W05_GLYSO_05G011705_1_P NA NA 1
Int9778_403 480 657 0.23040362878335782 NA 100 GWHPACEU064724|GWHPACDZ017205 29
Int9778_403 480 481 0.2629613361750732 NA 100 GWHPACEG069573|GWHPACEN070502 29
Int9778_403 508 591 0.3165609195933225 NA 100 W05_GLYSO_01G001928_1_P|GWHPACEX002778 29
Int9778_403 481 482 0.6481246124113883 NA 100 GWHPACEG069573|GWHPACEU070698 27
Int9778_403 508 509 1.4710119281654794 NA 100 GWHPACEN070502|GWHPACEV064932 29
