Clade parent node branch.length label bootstrap mrca_id N_OverlapEco
Int11409_395_471_R_144_154_R_45 72 76 0.023156087672003556 NA 97 GWHPACDY024589|GWHPACEM024060 6
Int11409_395_471_R_144_154_R_45 76 77 0.023501447739963238 NA 95 GWHPACDY024589|GWHPACES024173 5
Int11409_395_471_R_144_154_R_45 79 31 0.028582887029452383 GWHPACEF022352 NA NA 1
Int11409_395_471_R_144_154_R_45 59 60 0.028643185770089764 NA 83 GWHPACEN023737|GWHPACET024398 1
Int11409_395_471_R_144_154_R_45 70 71 0.029506745043498695 NA 91 W05_GLYSO_06G015857_1_P|GWHPACES024197 4
Int11409_395_471_R_144_154_R_45 70 84 0.03315692179085311 NA 100 GWHPACDY024586|GWHPACES024198 3
Int11409_395_471_R_144_154_R_45 58 59 0.03536860955316853 NA 94 GWHPACEN023737|GWHPACEV022355 7
Int11409_395_471_R_144_154_R_45 85 86 0.03578234629607219 NA 100 GWHPACES024198|GWHPACEF022365 2
Int11409_395_471_R_144_154_R_45 57 70 0.03644106992020945 NA 80 W05_GLYSO_06G015857_1_P|GWHPACDY024586 1
Int11409_395_471_R_144_154_R_45 57 58 0.03695602049681191 NA 79 GWHPACEK021787|GWHPACEN023737 8
Int11409_395_471_R_144_154_R_45 74 24 0.03855479638133597 GWHPACDY024585 NA NA 1
Int11409_395_471_R_144_154_R_45 71 72 0.041908457705104554 NA 96 W05_GLYSO_06G015857_1_P|GWHPACDY024589 5
Int11409_395_471_R_144_154_R_45 85 40 0.04948056486002189 GWHPACEF022364 NA NA 1
Int11409_395_471_R_144_154_R_45 78 79 0.050786858587298034 NA 100 GWHPACEF022352|GWHPACES024173 4
Int11409_395_471_R_144_154_R_45 72 73 0.052601799195546944 NA 95 W05_GLYSO_06G015857_1_P|GWHPACEM024066 3
Int11409_395_471_R_144_154_R_45 84 37 0.055652296234262676 GWHPACDY024586 NA NA 1
Int11409_395_471_R_144_154_R_45 73 74 0.05584600482014422 NA 100 W05_GLYSO_06G015857_1_P|GWHPACDY024585 1
Int11409_395_471_R_144_154_R_45 71 83 0.06132233868512985 NA 100 GWHPACES024197|GWHPACDZ023569 2
Int11409_395_471_R_144_154_R_45 73 75 0.10170873820524044 NA 100 GWHPACEM024066|GWHPACES024192 2
Int11409_395_471_R_144_154_R_45 77 78 0.11845963880185373 NA 100 GWHPACES024175|GWHPACES024173 4
Int11409_395_471_R_144_154_R_45 77 27 0.13092433326484595 GWHPACDY024589 NA NA 1



Int11409_395_471_R_144_157_R_12 14 16 0.011826087186192751 NA 94 GWHPACEO024055|GWHPACEG023895 0
Int11409_395_471_R_144_157_R_12 13 12 0.017380618267759756 GWHPACEE023931 NA NA 0
Int11409_395_471_R_144_157_R_12 15 2 0.031108942257564574 GWHPACDY024540 NA NA 0
Int11409_395_471_R_144_157_R_12 14 15 0.03345171968385996 NA 100 W05_GLYSO_06G015831_1_P|GWHPACDY024540 0
Int11409_395_471_R_144_157_R_12 15 1 0.10240994083435476 W05_GLYSO_06G015831_1_P NA NA 0
Int11409_395_471_R_144_170_R_11 16 4 0.12563259519548808 GWHPACEM024032 NA NA 0
Int11409_395_471_R_144_183_R_6 7 6 0.017542604291277984 GLYMA_ZH13_06G235400_1_P NA NA 0
Int11409_395_471_R_144_188_R_9 12 4 0.010320315720117096 GWHPACER022254 NA NA 0
Int11409_395_471_R_144_198_R_24 25 1 0.03636722669034785 GWHPACEX022663 NA NA 0
Int11409_395_471_R_144_198_R_24 28 23 0.0502567283960636 GWHPACDY024549 NA NA 0
Int11409_395_471_R_144_198_R_24 25 26 0.07214636224354395 NA 100 GWHPACEF022348|W05_GLYSO_06G015839_1_P 0
Int11409_395_471_R_144_198_R_24 25 24 0.1789553346503445 GWHPACEV022326 NA NA 0
Int11409_395_471_R_144_221_R_14 15 1 0.012247956928248233 W05_GLYSO_06G015834_1_P NA NA 0
Int11409_395_471_R_144_221_R_14 15 14 0.014158732265194634 GWHPACDY024545 NA NA 0
Int11409_395_471_R_144_278_R_6 7 10 0.02913281466561827 NA 100 GWHPACDZ023663|GWHPACEO024198 0
Int11409_395_755_R_28_32_L_25 33 34 0.020773379899572727 NA 85 GWHPACES024224|W05_GLYSO_06G015880_1_P 0
Int11409_395_755_R_28_32_L_25 36 5 0.036367785781929333 GWHPACEC022862 NA NA 0
Int11409_395_755_R_28_32_L_25 32 35 0.040899183185191104 NA 82 GWHPACEF022388|GWHPACEV022389 0
Int11409_395_755_R_28_32_L_25 36 4 0.0464034803534676 GWHPACEF022388 NA NA 0
Int11409_395_755_R_28_32_L_25 35 36 0.0768985209192738 NA 85 GWHPACEF022388|GWHPACEC022862 0
Int11890_361_405_L_52_68_L_28 32 33 0.011140227091635872 NA 86 GWHPACEK021883|GWHPACDY024694 1
Int11890_361_405_L_52_68_L_28 49 53 0.011157833358328382 NA 99 W05_GLYSO_06G015924_1_P|GWHPACEO024197 0
Int11890_361_405_L_52_68_L_28 31 2 0.013899346639591007 GWHPACEP022746 NA NA 0
Int11890_361_405_L_52_68_L_28 53 25 0.016775832050426008 GWHPACEO024197 NA NA 0
Int11890_361_405_L_52_68_L_28 40 41 0.0633837659604858 NA 100 GWHPACDY024699|GWHPACEF022461 2
Int11890_361_405_L_52_68_L_28 40 10 0.07162956939544599 GWHPACDY024694 NA NA 1
Int11890_361_405_L_52_68_L_28 33 40 0.12284364539981255 NA 100 GWHPACDY024694|GWHPACEF022461 1
Int11890_361_405_L_52_69_R_23 29 30 0.02062964737018793 NA 100 GWHPACDY024686|GWHPACEA024574 1
Int11890_361_405_R_36_64_L_31 54 55 0.01125073273795733 NA 87 GWHPACEA066567|GLYMA_16G127900_1 3
Int11890_361_405_R_36_64_L_31 47 54 0.019257787137809325 NA 36 W05_GLYSO_16G043556_1_P|GLYMA_16G127900_1 4
Int11890_361_405_R_36_64_L_31 46 47 0.01969423938719802 NA 94 GWHPACDZ065066|W05_GLYSO_16G043556_1_P 5
Int11890_361_405_R_36_64_L_31 50 15 0.020107925261145382 GWHPACEL062907 NA NA 0
Int11890_361_405_R_36_64_L_31 55 56 0.022208408066736695 NA 98 GLYMA_16G127900_1|GLYMA_ZH13_16G113400_1_P 2
Int11890_361_405_R_36_64_L_31 41 44 0.02794625610474274 NA 70 GWHPACEN066569|GWHPACDZ065066 6
Int11890_361_405_R_36_64_L_31 45 46 0.030703885782839776 NA 99 GWHPACDZ065066|GWHPACEJ087960 6
Int11890_361_405_R_36_64_L_31 40 41 0.034538912821127594 NA 59 GWHPACEE067092|GWHPACEN066569 5
Int11890_361_405_R_36_64_L_31 54 17 0.034930433657349956 W05_GLYSO_16G043556_1_P NA NA 1
Int11890_361_405_R_36_64_L_31 48 10 0.042944591097832815 GWHPACDZ065066 NA NA 0
Int11890_361_405_R_36_64_L_31 55 20 0.04688100614674292 GWHPACEA066567 NA NA 1
Int11890_361_405_R_36_64_L_31 47 48 0.05030655862856306 NA 100 GWHPACDZ065066|GWHPACEJ068243 1
Int11890_361_405_R_36_64_L_31 45 23 0.0548812541707382 W05_GLYSO_16G043563_1_P NA NA 1
Int11890_361_405_R_36_64_L_31 44 45 0.06113427837283173 NA 100 W05_GLYSO_16G043563_1_P|GWHPACDZ065066 6
Int11890_361_405_R_36_64_L_31 32 33 0.06321915042264652 NA 100 GWHPACEH067485|GWHPACEI069667 1
Int11890_361_405_R_36_64_L_31 46 57 0.06569485618374868 NA 100 GWHPACEJ087960|GWHPACEE066085 2
Int11890_361_405_R_36_64_L_31 48 49 0.07260046372514552 NA 100 GWHPACEJ087965|GWHPACEJ068243 1
Int11890_361_405_R_36_64_L_31 49 50 0.07304474623462882 NA 100 GWHPACEL062907|GWHPACEJ068243 1
Int11890_361_405_R_36_64_L_31 49 16 0.10549189778181711 GWHPACEJ087965 NA NA 1
Int11890_361_405_R_36_64_L_31 40 58 0.10610852962579001 NA 100 GLYMA_16G210800_1|GLYMA_ZH13_16G187300_1_P 3
Int11890_361_405_R_36_64_L_31 34 3 0.12649295277936526 GWHPACEI069667 NA NA 0
Int11890_361_405_R_36_64_L_31 41 42 0.12796546247289656 NA 100 GWHPACEE067092|GWHPACEO068120 2
Int11890_361_405_R_36_64_L_31 39 40 0.14733332260647247 NA 100 GWHPACEE067092|GLYMA_16G210800_1 4
Int11890_361_405_R_36_64_L_31 44 9 0.19554681158347836 GWHPACEN066569 NA NA 0
Int11890_361_407_R_18_31_L_14 16 17 0.019793138017308077 NA 68 GWHPACEC063184|GWHPACEA067649 1
Int11890_361_407_R_18_31_L_14 19 20 0.02016182398362442 NA 65 GWHPACEK060224|GWHPACEN066590 1
Int11890_361_407_R_18_31_L_14 21 23 0.03291918355097766 NA 91 GLYMA_16G212300_1|W05_GLYSO_16G043559_1_P 1
Int11890_361_407_R_18_31_L_14 23 24 0.08884989785809692 NA 100 W05_GLYSO_16G043559_1_P|GWHPACDY068100 1
Int11890_361_407_R_18_31_R_4 5 6 0.014269969782381153 NA 93 GWHPACEO066985|GWHPACES066447 0
Int11890_361_407_R_18_31_R_4 6 2 0.018088517703660646 GWHPACEO066985 NA NA 0
Int11890_361_407_R_18_31_R_4 5 1 0.021617453416201148 GLYMA_ZH13_16G113500_1_P NA NA 0
Int11890_361_455_R_50_60_L_13 14 16 0.023656585058907203 NA 100 GLYMA_ZH13_19G049700_1_P|GWHPACDY078987 0
Int11890_361_455_R_50_60_L_13 18 19 0.027252356892265375 NA 100 W05_GLYSO_19G050600_1_P|GWHPACDY078987 0
Int11890_361_455_R_50_60_R_24 32 36 0.011445222391615741 NA 96 GWHPACEH076942|GWHPACEB070054 3
Int11890_361_455_R_50_60_R_24 30 31 0.021817917283125404 NA 99 GWHPACEB070056|GWHPACEI079565 0
Int11890_361_455_R_50_60_R_24 43 44 0.028033796454760274 NA 100 GWHPACEL073076|GWHPACEI079565 0
Int11890_361_455_R_50_60_R_24 32 33 0.07479389220739222 NA 100 GWHPACEB070056|GWHPACEH076947 3
Int11890_361_455_R_50_61_R_13 14 15 0.013939755536896697 NA 100 GLYMA_ZH13_19G049500_1_P|GWHPACEQ071796 0
Int11890_361_455_R_50_61_R_13 15 16 0.028063831560577755 NA 100 GWHPACEQ071796|GLYMA_19G054700_1 0
Int11890_361_455_R_50_61_R_13 15 2 0.2196902431366228 GLYMA_ZH13_19G049500_1_P NA NA 0
Int11890_361_504_R_81_117_R_5 8 4 0.010884397295207742 GWHPACDY068214 NA NA 0
Int11890_361_504_R_81_117_R_5 7 2 0.012562287049206762 GWHPACEF062998 NA NA 0
Int11890_361_504_R_81_85_L_10 17 7 0.011246412108720252 GWHPACDZ065184 NA NA 0
Int11890_361_504_R_81_85_L_10 14 16 0.020429232924359785 NA 100 GWHPACEK059376|GWHPACDZ065184 0
Int11890_361_504_R_81_85_L_10 18 9 0.026894732437624247 GWHPACED063516 NA NA 0
Int11890_361_504_R_81_85_L_10 16 17 0.027239375151392773 NA 100 GWHPACDZ065184|GWHPACDY068224 0
Int11890_361_504_R_81_85_L_10 16 6 0.030228050125315112 GWHPACEK059376 NA NA 0
Int11890_361_504_R_81_86_R_39 66 20 0.010216307001390673 GLYMA_16G137600_1 NA NA 1
Int11890_361_504_R_81_86_R_39 47 48 0.01132562883513248 NA 20 GWHPACEQ062098|GWHPACEP062526 6
Int11890_361_504_R_81_86_R_39 75 33 0.012423884679133785 GWHPACEX062135 NA NA 1
Int11890_361_504_R_81_86_R_39 48 49 0.014035537145527634 NA 34 GWHPACEP062526|GWHPACEJ068342 6
Int11890_361_504_R_81_86_R_39 43 76 0.019987748370351128 NA 100 GWHPACEK059371|GWHPACED063509 0
Int11890_361_504_R_81_86_R_39 75 34 0.020924313278839177 GWHPACEF063003 NA NA 0
Int11890_361_504_R_81_86_R_39 44 45 0.02341226331519857 NA 20 GWHPACEG065909|GWHPACEP062526 4
Int11890_361_504_R_81_86_R_39 56 10 0.026131473802195448 GWHPACDY068225 NA NA 0
Int11890_361_504_R_81_86_R_39 55 56 0.035291193398130284 NA 95 GWHPACDY068225|GWHPACEA066696 8
Int11890_361_504_R_81_86_R_39 53 69 0.04034911067951565 NA 100 GLYMA_ZH13_16G120800_1_P|W05_GLYSO_16G043652_1_P 3
Int11890_361_504_R_81_86_R_39 69 27 0.043436960912654546 GLYMA_ZH13_16G120800_1_P NA NA 1
Int11890_361_504_R_81_86_R_39 65 66 0.04503275444758499 NA 100 GLYMA_16G137600_1|W05_GLYSO_16G043667_1_P 2
Int11890_361_504_R_81_86_R_39 52 53 0.047319467130113195 NA 100 GWHPACEE066204|W05_GLYSO_16G043652_1_P 10
Int11890_361_504_R_81_86_R_39 50 51 0.05490998196700466 NA 30 GWHPACEJ068342|W05_GLYSO_16G043653_1_P 7
Int11890_361_504_R_81_86_R_39 55 9 0.061096576443020724 GWHPACEE066204 NA NA 0
Int11890_361_504_R_81_86_R_39 54 65 0.06801904404040479 NA 100 GLYMA_16G137600_1|GWHPACEU066777 5
Int11890_361_504_R_81_86_R_39 52 8 0.07078442852037872 GWHPACEJ068342 NA NA 1
Int11890_361_504_R_81_86_R_39 54 55 0.08746111311871628 NA 100 GWHPACEE066204|GWHPACDY068225 8
Int11890_361_504_R_81_86_R_39 53 54 0.11562840395690877 NA 100 GWHPACEE066204|GLYMA_16G137600_1 10
Int11890_361_504_R_81_86_R_39 56 57 0.11806670724721392 NA 100 GWHPACEA066696|GWHPACEU066771 8
Int11890_361_599_R_29_37_L_8 12 13 0.03052053058838946 NA 100 GLYMA_ZH13_06G247200_1_P|GWHPACEE024085 0
Int11890_361_599_R_29_37_L_8 11 12 0.10622892462443327 NA 100 GWHPACEB022590|GLYMA_ZH13_06G247200_1_P 0
Int11890_361_599_R_29_44_R_14 19 20 0.023457474485803327 NA 100 GWHPACEO024198|GWHPACDZ023663 2
Int11890_361_599_R_29_44_R_14 19 22 0.08056253274014459 NA 100 GWHPACEU084554|GLYMA_ZH13_06G247000_1_P 4
Int11890_361_628_R_48_55_L_7 10 3 0.011180089621984217 GWHPACDZ066121 NA NA 0
Int11890_361_628_R_48_55_L_7 8 7 0.013334573805613998 GLYMA_16G213900_1 NA NA 0
Int11890_361_628_R_48_55_L_7 8 9 0.02802824606278603 NA 93 GLYMA_ZH13_16G189800_1_P|GWHPACDZ066121 0
Int11890_361_628_R_48_55_R_14 25 9 0.01510817363238537 W05_GLYSO_16G044379_1_P NA NA 0
Int11890_361_628_R_48_55_R_14 18 12 0.031206126200133688 GWHPACEJ069404 NA NA 0
Int11890_361_628_R_48_55_R_14 24 25 0.03804043341756032 NA 99 GLYMA_16G213800_1|W05_GLYSO_16G044379_1_P 1
Int11890_361_628_R_48_55_R_14 17 18 0.038367671246440235 NA 100 GWHPACEJ069404|GWHPACET068237 1
Int11890_361_628_R_48_55_R_14 19 26 0.04785392388642611 NA 100 GWHPACEL063969|GWHPACES067573 0
Int11890_361_628_R_48_55_R_14 19 20 0.05177260142672585 NA 99 GWHPACET068237|GWHPACEU067846 1
Int11890_361_628_R_48_55_R_14 18 19 0.12826587556717842 NA 100 GWHPACET068237|GWHPACEL063969 1
Int11890_361_628_R_48_90_R_6 9 5 0.012079035416045138 GWHPACEU067849 NA NA 0
Int11890_361_628_R_48_90_R_6 8 9 0.012548569098980271 NA 78 GWHPACEU067849|GWHPACEI069721 1
Int11890_361_628_R_48_90_R_6 7 6 0.028591321937306194 GLYMA_16G214100_1 NA NA 0
Int11890_361_628_R_48_90_R_6 7 1 0.03899957961721928 GLYMA_ZH13_16G189900_1_P NA NA 1
Int11890_361_628_R_48_90_R_6 7 1 0.03899957961721928 GLYMA_ZH13_16G189900_1_P NA NA 1
Int11890_361_628_R_48_90_R_6 7 1 0.03899957961721928 GLYMA_ZH13_16G189900_1_P NA NA 1
Int11890_361_628_R_48_90_R_6 7 1 0.03899957961721928 GLYMA_ZH13_16G189900_1_P NA NA 1
Int12253_29_38_L_16_28_L_14 24 8 0.013083834601565595 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16_28_L_14 24 8 0.013083834601565595 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16_28_L_14 24 8 0.013083834601565595 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16_28_L_14 24 8 0.013083834601565595 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16_28_L_14 22 7 0.014755260887964994 GWHPACEP062834 NA NA 1
Int12253_29_38_L_16_28_L_14 23 24 0.01725723556189522 NA 100 GWHPACEF063332|GWHPACEG066223 3
Int12253_29_38_L_16_28_L_14 17 18 0.01799203472329857 NA 100 GWHPACEI069035|GWHPACEH066813 1
Int12253_29_38_L_16_28_L_14 23 11 0.021813477768013432 GWHPACDZ065497 NA NA 0
Int12253_29_38_L_16_28_L_14 16 1 0.022772144923124814 GLYMA_ZH13_16G142600_1_P NA NA 1
Int12253_29_38_L_16_28_L_14 16 1 0.022772144923124814 GLYMA_ZH13_16G142600_1_P NA NA 1
Int12253_29_38_L_16_28_L_14 16 1 0.022772144923124814 GLYMA_ZH13_16G142600_1_P NA NA 1
Int12253_29_38_L_16_28_L_14 16 1 0.022772144923124814 GLYMA_ZH13_16G142600_1_P NA NA 1
Int12253_29_38_L_16_28_L_14 15 16 0.03770265703586013 NA 100 GLYMA_ZH13_16G142600_1_P|GWHPACEI069035 2
Int12253_29_38_L_16_28_L_14 21 22 0.053257237690952246 NA 100 GWHPACEX062440|GWHPACEP062834 2
Int12253_29_38_L_16_28_L_14 16 17 0.059062745532989964 NA 100 GWHPACEI069035|GWHPACEV060809 2
Int12253_29_38_L_16_28_L_14 17 19 0.10662865766511098 NA 100 GWHPACEV060809|GWHPACEX062440 2
Int12386_211_240_L_132_145_L_13 23 24 0.027101961174444016 NA 95 GWHPACES075960|GLYMA_18G283232_1 1
Int12386_211_240_L_132_145_L_13 24 11 0.03311714864918961 GLYMA_18G283232_1 NA NA 1
Int12386_211_240_L_132_145_L_13 24 10 0.03532243362198516 GWHPACES075960 NA NA 0
Int12386_211_240_L_132_145_L_13 24 10 0.03532243362198516 GWHPACES075960 NA NA 0
Int12386_211_240_L_132_145_L_13 24 10 0.03532243362198516 GWHPACES075960 NA NA 0
Int12386_211_240_L_132_145_L_13 24 10 0.03532243362198516 GWHPACES075960 NA NA 0
Int12386_211_240_L_132_145_L_13 19 4 0.039785477971871173 GWHPACEF071970 NA NA 1
Int12386_211_240_L_132_145_R_69 117 124 0.011598012779164777 NA 41 GWHPACEL072020|GWHPACEU084472 8
Int12386_211_240_L_132_145_R_69 117 118 0.01239682304031447 NA 93 GWHPACED072384|GWHPACET076740 7
Int12386_211_240_L_132_145_R_69 82 83 0.012900452237917914 NA 23 GWHPACES075958|GWHPACER069876 9
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 99 27 0.014105316390465642 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132_145_R_69 74 100 0.015541822609449002 NA 5 W05_GLYSO_18G049854_1_P|GWHPACEJ077873 11
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 118 52 0.01566688117041972 GWHPACED072384 NA NA 1
Int12386_211_240_L_132_145_R_69 115 116 0.015943996423752084 NA 27 GWHPACEB069051|GWHPACDZ074277 2
Int12386_211_240_L_132_145_R_69 109 110 0.01611788525064047 NA 66 GWHPACEW075764|GWHPACEO076636 8
Int12386_211_240_L_132_145_R_69 133 134 0.01630790065676643 NA 100 GWHPACES075959|GWHPACEE075564 2
Int12386_211_240_L_132_145_R_69 112 45 0.018413775416791768 GWHPACEN074939 NA NA 1
Int12386_211_240_L_132_145_R_69 94 17 0.018496842652827555 GWHPACEW075756 NA NA 1
Int12386_211_240_L_132_145_R_69 91 92 0.01889153560442681 NA 100 GWHPACES075952|GWHPACEE075558 2
Int12386_211_240_L_132_145_R_69 100 101 0.019399615403479092 NA 15 W05_GLYSO_18G049854_1_P|GWHPACDY077909 5
Int12386_211_240_L_132_145_R_69 75 76 0.02012027551966248 NA 31 GWHPACDZ074281|GWHPACEL072016 5
Int12386_211_240_L_132_145_R_69 74 75 0.02044988331537806 NA 13 GWHPACEL072016|GWHPACEM075631 7
Int12386_211_240_L_132_145_R_69 94 18 0.020616603001471764 GWHPACDY077910 NA NA 1
Int12386_211_240_L_132_145_R_69 108 109 0.021895541213772844 NA 41 GWHPACEW075764|GWHPACET076740 10
Int12386_211_240_L_132_145_R_69 104 105 0.02282301371041679 NA 48 GWHPACDY077909|GWHPACEJ077864 3
Int12386_211_240_L_132_145_R_69 81 82 0.024798652885008612 NA 44 GWHPACEM075631|GWHPACER069876 9
Int12386_211_240_L_132_145_R_69 110 111 0.024856407803641838 NA 100 GWHPACEW075764|GWHPACEV069165 2
Int12386_211_240_L_132_145_R_69 101 102 0.025753838729492145 NA 36 GWHPACEA076055|W05_GLYSO_18G049854_1_P 3
Int12386_211_240_L_132_145_R_69 104 107 0.027880890665180087 NA 100 GWHPACEV069163|GWHPACEW075755 2
Int12386_211_240_L_132_145_R_69 80 81 0.0285603400129337 NA 40 GWHPACEM075631|GWHPACEU076325 9
Int12386_211_240_L_132_145_R_69 101 104 0.029761689738081902 NA 70 GWHPACDY077909|GWHPACEV069163 5
Int12386_211_240_L_132_145_R_69 110 112 0.029884203997557653 NA 97 GWHPACEN074939|GWHPACEO076636 6
Int12386_211_240_L_132_145_R_69 109 117 0.0354476327983725 NA 53 GWHPACET076740|GWHPACEL072020 8
Int12386_211_240_L_132_145_R_69 102 103 0.038903370702464586 NA 80 W05_GLYSO_18G049854_1_P|GWHPACDY077912 2
Int12386_211_240_L_132_145_R_69 75 80 0.03890586499284695 NA 28 GWHPACEM075631|GWHPACES075955 8
Int12386_211_240_L_132_145_R_69 100 108 0.043193423660614 NA 33 GWHPACEJ077873|GWHPACEW075764 10
Int12386_211_240_L_132_145_R_69 83 84 0.04870626494881932 NA 90 GWHPACER069876|GWHPACES075952 9
Int12386_211_240_L_132_145_R_69 133 135 0.0490082730786784 NA 56 GWHPACEE075557|GWHPACES075951 2
Int12386_211_240_L_132_145_R_69 102 31 0.049115795638203785 GWHPACEA076055 NA NA 1
Int12386_211_240_L_132_145_R_69 89 21 0.0546045253219573 GWHPACEG074984 NA NA 1
Int12386_211_240_L_132_145_R_69 105 106 0.055195340695703234 NA 100 GWHPACEJ077864|GWHPACEL072010 2
Int12386_211_240_L_132_145_R_69 103 30 0.05654977310919377 GWHPACDY077912 NA NA 1
Int12386_211_240_L_132_145_R_69 73 74 0.05838135481467074 NA 65 GWHPACEL072016|W05_GLYSO_18G049854_1_P 3
Int12386_211_240_L_132_145_R_69 135 63 0.059872913634132 GWHPACEE075557 NA NA 1
Int12386_211_240_L_132_145_R_69 97 24 0.06116966097222171 GWHPACEE075556 NA NA 1
Int12386_211_240_L_132_145_R_69 124 128 0.0628902354947225 NA 30 GWHPACEU084472|GWHPACEI078450 4
