Clade parent node branch.length label bootstrap mrca_id N_OverlapEco
Int10490_338 498 524 0.27403019880302737 NA 100 GWHPACEI001948|GWHPACEJ001963 26
Int10490_338 602 621 0.2938019659844232 NA 100 GWHPACEN063725|GWHPACEV023659 29
Int10490_338 474 475 0.2968329628865639 NA 100 GWHPACED008591|GWHPACEO009136 22
Int10490_338 426 472 0.3054487679448443 NA 100 GWHPACED008591|GWHPACDZ008909 29
Int10490_338 427 428 0.3583162939914935 NA 100 GWHPACES035682|GWHPACEW035615 25
Int10490_338 347 373 0.3910181112018027 NA 100 GLYMA_15G160900_1|GWHPACEA035763 24
Int10490_338 497 549 0.3913184434294849 NA 100 GWHPACEG009056|GWHPACES009159 24
Int10490_338 400 401 0.39350537181443307 NA 100 GWHPACEA035763|GWHPACDZ034575 26
Int10490_338 594 595 0.44317597725699287 NA 100 GLYMA_ZH13_03G043800_1_P|GWHPACEE008978 8
Int10490_338 472 674 0.49307700214731515 NA 100 GWHPACDZ008909|GWHPACEL008739 2
Int10490_338 602 603 0.8521803600514989 NA 100 GWHPACED057911|GWHPACEG060134 19
Int10841_54 96 35 0.01729740017967487 GLYMA_ZH13_09G183900_1_P NA NA 1
Int10841_54 96 34 0.04261734032746437 GLYMA_09G202832_1 NA NA 1
Int10841_54 73 74 0.085391080681476 NA 100 W05_GLYSO_08G021027_1_P|GLYMA_09G202832_1 21
Int10841_54 72 73 0.11643245545053053 NA 100 W05_GLYSO_08G021027_1_P|GWHPACEK024359 20
Int10841_54 73 97 0.11982369680575602 NA 100 GWHPACEK024359|GLYMA_07G123000_1 5
Int10841_54 74 96 0.15942227079284665 NA 100 GLYMA_09G202832_1|GLYMA_ZH13_09G183900_1_P 2
Int10841_54 74 75 0.18678035598844384 NA 100 GWHPACEJ032945|W05_GLYSO_08G021027_1_P 20
Int10894_22 31 7 0.012663972304263539 GWHPACEB072853 NA NA 0
Int10916_135 212 126 0.010639379919566785 W05_GLYSO_08G022142_1_P NA NA 1
Int10916_135 204 205 0.016097077057248558 NA 100 GWHPACED076971|GWHPACEU081234 4
Int10916_135 209 210 0.022144024851374684 NA 98 GWHPACDY034656|GWHPACEJ034692 3
Int10916_135 162 176 0.02258817318876811 NA 100 GWHPACEA052716|GWHPACEH052241 4
Int10916_135 209 212 0.02492740692817674 NA 88 W05_GLYSO_08G022142_1_P|GWHPACEG033519 24
Int10916_135 204 53 0.02936556605333682 GWHPACEL076790 NA NA 1
Int10916_135 160 179 0.06632118892532117 NA 98 W05_GLYSO_20G053164_1_P|GWHPACDY034656 26
Int10916_135 158 159 0.06761782639644041 NA 100 GWHPACEP003902|GWHPACDZ004132 2
Int10916_135 155 156 0.11428667865226035 NA 100 GLYMA_ZH13_02G031700_1_P|GLYMA_ZH13_13G060400_1_P 23
Int10916_135 156 157 0.12890084761987478 NA 100 GLYMA_ZH13_02G031700_1_P|GWHPACEP003902 4
Int10916_135 160 161 0.18429590078954863 NA 100 GWHPACEL049874|GLYMA_ZH13_13G060400_1_P 19
Int10916_135 179 180 0.2751328260879673 NA 100 W05_GLYSO_20G053164_1_P|GWHPACEM080567 28
Int10916_135 179 209 0.3552705940517145 NA 100 GWHPACDY034656|GWHPACEG033519 26
Int10916_135 156 160 0.5160970289948205 NA 100 GLYMA_ZH13_13G060400_1_P|W05_GLYSO_20G053164_1_P 23
Int11051_30 57 26 0.011141971250785655 GWHPACEK022646 NA NA 0
Int11051_30 34 35 0.013159816355702353 NA 100 W05_GLYSO_07G016528_1_P|GWHPACDZ024444 1
Int11051_30 35 3 0.0134680356955452 GWHPACDZ024444 NA NA 0
Int11051_30 51 52 0.013623693145068776 NA 95 GWHPACEO041743|GLYMA_ZH13_10G169200_1_P 4
Int11051_30 42 18 0.0215107346878731 GWHPACEW041542 NA NA 1
Int11051_30 39 57 0.027294769505937306 NA 84 GWHPACEK022646|GWHPACEQ023591 0
Int11051_30 40 41 0.06643382376187403 NA 27 GWHPACDY042772|GWHPACEO041745 7
Int11051_30 40 51 0.3113246661784252 NA 100 GWHPACEC039374|GLYMA_ZH13_10G169200_1_P 4
Int11051_30 39 40 1.4886753571637645 NA 100 GWHPACDY042772|GWHPACEC039374 7
Int11080_32 55 20 0.011494090195132324 GWHPACED063280 NA NA 0
Int11080_32 49 52 0.04618356280105992 NA 70 GLYMA_ZH13_02G040100_1_P|GWHPACED063280 8
Int11080_32 52 53 0.5814671341282068 NA 100 GWHPACED063280|GWHPACEB060274 9
Int11113_180 216 29 0.010518356564001205 GWHPACEU009787 NA NA 1
Int11113_180 352 167 0.01183737321432604 GLYMA_12G239200_1 NA NA 1
Int11113_180 224 225 0.012029592953890816 NA 66 GWHPACEU009775|GWHPACEC009463 5
Int11113_180 351 352 0.012979759889591713 NA 71 GLYMA_12G239200_1|W05_GLYSO_12G035350_1_P 2
Int11113_180 271 274 0.013207802308774691 NA 93 GWHPACDY067493|GWHPACEV059775 27
Int11113_180 235 236 0.013686406111224753 NA 90 GLYMA_ZH13_03G081000_1_P|GWHPACEE009674 4
Int11113_180 314 126 0.013966890411615992 GWHPACET066429 NA NA 1
Int11113_180 353 169 0.014703526107650182 GWHPACEA051590 NA NA 1
Int11113_180 210 211 0.015094305469834977 NA 69 GWHPACEW009743|GWHPACEX009395 7
Int11113_180 195 250 0.016357408389133493 NA 32 GWHPACEV059760|GLYMA_ZH13_16G079200_1_P 28
Int11113_180 353 354 0.01750623467958847 NA 98 GLYMA_ZH13_12G214600_1_P|GWHPACEW050976 2
Int11113_180 319 320 0.017580071519253934 NA 100 GWHPACDZ064421|GLYMA_16G085400_1 6
Int11113_180 211 216 0.018643625378868343 NA 36 GWHPACEX009395|GWHPACEU009787 2
Int11113_180 236 49 0.019699558532678768 GLYMA_ZH13_03G081000_1_P NA NA 1
Int11113_180 236 49 0.019699558532678768 GLYMA_ZH13_03G081000_1_P NA NA 1
Int11113_180 236 49 0.019699558532678768 GLYMA_ZH13_03G081000_1_P NA NA 1
Int11113_180 236 49 0.019699558532678768 GLYMA_ZH13_03G081000_1_P NA NA 1
Int11113_180 295 296 0.021353529957033587 NA 89 GWHPACEK058691|GWHPACEB059776 3
Int11113_180 194 195 0.02241597534891433 NA 18 GWHPACEF009113|GWHPACEV059760 21
Int11113_180 195 196 0.023158372258117274 NA 15 GWHPACEF009113|GWHPACEA009963 28
Int11113_180 313 314 0.023476080840171543 NA 82 GWHPACET066429|GWHPACEC061584 2
Int11113_180 235 48 0.023604146109445875 GWHPACEO009762 NA NA 1
Int11113_180 194 344 0.023684951297718387 NA 15 GWHPACEF009108|GLYMA_12G239200_1 10
Int11113_180 210 30 0.024089534379644225 GWHPACEL009391 NA NA 1
Int11113_180 318 325 0.025527326363799504 NA 100 GWHPACEV059745|GWHPACEX061412 20
Int11113_180 319 133 0.027224138665380256 GWHPACEV059752 NA NA 1
Int11113_180 325 140 0.027680356151765804 GWHPACEV059745 NA NA 1
Int11113_180 234 239 0.027996707319974102 NA 100 GWHPACEI010028|GWHPACER008962 12
Int11113_180 250 270 0.031098546884236536 NA 77 GLYMA_ZH13_16G079200_1_P|GWHPACEE009886 29
Int11113_180 345 346 0.03143872665630565 NA 100 GWHPACEF009108|GWHPACEM009852 2
Int11113_180 346 160 0.03515299738128206 GWHPACEF009108 NA NA 1
Int11113_180 196 217 0.035584641323695924 NA 78 GWHPACEA009963|GWHPACEO009762 21
Int11113_180 241 242 0.03605653930570369 NA 62 GWHPACER008962|GWHPACEV009202 4
Int11113_180 239 241 0.03631443513882205 NA 99 GWHPACER008962|GWHPACEG009706 10
Int11113_180 253 254 0.039104028557193075 NA 99 GWHPACEU066025|GWHPACEI067945 3
Int11113_180 318 319 0.03986489862333084 NA 100 GWHPACEV059752|GWHPACDZ064421 7
Int11113_180 234 235 0.04338150470208669 NA 100 GWHPACEO009762|GLYMA_ZH13_03G081000_1_P 5
Int11113_180 272 85 0.05942991088559521 GLYMA_ZH13_16G079200_1_P NA NA 1
Int11113_180 270 300 0.080202824028678 NA 100 GWHPACEE009886|GWHPACEV059752 27
Int11113_180 271 272 0.09630698587167019 NA 100 GLYMA_ZH13_16G079200_1_P|GLYMA_16G086500_1 3
Int11113_180 193 194 0.16707733203022468 NA 100 GWHPACEF009113|GWHPACEF009108 18
Int11113_180 344 351 0.18367657338770513 NA 100 GLYMA_12G239200_1|GWHPACEA051590 5
Int11113_180 300 301 0.20673731647016388 NA 100 GWHPACEE009886|GWHPACEB059762 17
Int11113_180 270 271 0.21019568997263058 NA 100 GLYMA_ZH13_16G079200_1_P|GWHPACDY067493 27
Int11113_180 250 251 0.2161810858368861 NA 100 GWHPACEV059760|GWHPACEU066025 20
Int11113_180 217 218 0.26323297093098824 NA 100 GWHPACEA009963|GWHPACEP009160 17
Int11113_180 301 303 0.26648754973883443 NA 100 GWHPACEK058679|GWHPACEB059762 16
Int11113_180 217 234 0.2753241229968055 NA 100 GWHPACEO009762|GWHPACEI010028 17
Int11113_180 196 197 0.2828768633319934 NA 100 GWHPACEF009113|GWHPACEW009743 21
Int11113_180 301 302 0.29440323989373013 NA 100 GWHPACEE009886|GWHPACEU009995 2
Int11113_180 300 318 0.30727448055831813 NA 100 GWHPACEV059752|GWHPACEV059745 24
Int11113_180 344 345 0.3298725668736893 NA 100 GWHPACEF009108|GLYMA_03G088000_1 7
Int11293_117 143 26 0.012262408393256959 GWHPACEK008418 NA NA 1
Int11293_117 123 146 0.012627565462173893 NA 41 GLYMA_ZH13_03G048500_1_P|GWHPACEC009301 16
Int11293_117 226 98 0.012972600550214907 GLYMA_ZH13_01G098600_1_P NA NA 1
Int11293_117 206 207 0.013270805073259 NA 100 GWHPACDZ009326|W05_GLYSO_03G006437_1_P 2
Int11293_117 133 134 0.015496763438020714 NA 96 GWHPACER008397|GWHPACED008663 6
Int11293_117 123 124 0.01569318341046782 NA 92 GWHPACEO009205|GWHPACER008397 14
Int11293_117 124 125 0.016999809947435284 NA 92 GWHPACEO009205|W05_GLYSO_03G006105_1_P 6
Int11293_117 125 126 0.017155996031931686 NA 95 GLYMA_03G052800_1|GWHPACEO009205 5
Int11293_117 170 43 0.01778372733015564 GLYMA_ZH13_03G072600_1_P NA NA 1
Int11293_117 125 131 0.021123775906120853 NA 100 W05_GLYSO_03G006105_1_P|GWHPACEO009124 3
Int11293_117 175 53 0.0212637204275129 GWHPACEG001688 NA NA 1
Int11293_117 127 130 0.022694410401595397 NA 93 GWHPACEH009296|W05_GLYSO_03G006171_1_P 2
Int11293_117 135 137 0.023525603324722536 NA 92 GLYMA_ZH13_03G049200_1_P|GLYMA_ZH13_03G048400_1_P 1
Int11293_117 122 231 0.023596680500956778 NA 100 W05_GLYSO_03G006111_1_P|GWHPACEX008749 3
Int11293_117 130 8 0.026190022961274012 W05_GLYSO_03G006171_1_P NA NA 1
Int11293_117 121 122 0.03004789695124328 NA 100 GWHPACEO009205|W05_GLYSO_03G006111_1_P 5
Int11293_117 146 27 0.04574549871601008 GLYMA_ZH13_03G048500_1_P NA NA 1
Int11293_117 126 127 0.04705026419504595 NA 95 GWHPACEO009205|GWHPACEH009296 4
Int11293_117 133 140 0.048583104355989656 NA 98 GWHPACEL008792|GWHPACEM009272 6
Int11293_117 130 7 0.057083711549314076 GWHPACEH009296 NA NA 1
Int11293_117 137 15 0.07985633524682165 GLYMA_ZH13_03G049200_1_P NA NA 1
Int11293_117 147 148 0.08419294348888212 NA 100 GWHPACEC009301|GWHPACEQ009148 29
Int11293_117 122 123 0.10347690618999568 NA 100 GWHPACEO009205|GLYMA_ZH13_03G048500_1_P 8
Int11293_117 162 38 0.12094277416036266 GWHPACEA009804 NA NA 1
Int11293_117 148 149 0.13176008740360862 NA 100 GWHPACEC009301|GWHPACEV001607 28
Int11293_117 149 150 0.15902261339946888 NA 100 GWHPACEC009301|GWHPACEJ009924 22
Int11293_117 146 147 0.16272100189014174 NA 100 GWHPACEC009301|W05_GLYSO_01G001163_1_P 16
Int11293_117 149 171 0.17076319109120208 NA 100 GWHPACEV001607|GWHPACEG001688 20
Int11293_117 231 113 0.20043276285245346 W05_GLYSO_03G006111_1_P NA NA 1
Int11293_117 148 190 0.24724582504090348 NA 100 GWHPACEQ009148|GWHPACEA009774 22
Int11293_117 147 211 0.2632381060734819 NA 100 W05_GLYSO_01G001163_1_P|GWHPACEB001604 21
Int11409_395 441 442 0.010567931926841785 NA 100 GWHPACEM024113|GWHPACES024235 2
Int11409_395 590 595 0.011060326785008165 NA 100 GWHPACEG023908|GWHPACEH024014 5
Int11409_395 459 49 0.01127178942456946 GWHPACER022334 NA NA 1
Int11409_395 667 258 0.011896713256031291 GWHPACEB045590 NA NA 1
Int11409_395 403 7 0.012283008342106832 GWHPACEL023076 NA NA 1
Int11409_395 688 689 0.012321655651220561 NA 99 GWHPACDY024837|GWHPACEQ022935 21
Int11409_395 444 448 0.012488822516398703 NA 81 GWHPACEU024197|GWHPACEJ024846 18
Int11409_395 714 732 0.013096423934275727 NA 100 GWHPACEF046627|GWHPACEO049833 2
Int11409_395 457 458 0.01373552329243954 NA 55 GWHPACEQ022749|GWHPACER022334 5
Int11409_395 550 554 0.013779932862042911 NA 25 GWHPACEM024060|GWHPACES024197 25
Int11409_395 638 639 0.01405185651579526 NA 35 GWHPACED048355|GWHPACEJ052292 25
Int11409_395 776 777 0.014780795613548751 NA 86 GWHPACEC022862|GWHPACEF022388 2
Int11409_395 490 491 0.016320206475811647 NA 7 GWHPACDY024552|GLYMA_ZH13_06G235400_1_P 15
Int11409_395 650 651 0.016671990010188778 NA 21 GWHPACEU050965|GWHPACEW050595 13
Int11409_395 472 473 0.016931235066331693 NA 100 GWHPACES024985|GWHPACEJ024892 4
Int11409_395 709 713 0.01755344797728572 NA 38 GLYMA_ZH13_12G118200_1_P|W05_GLYSO_12G034239_1_P 26
Int11409_395 531 532 0.017576596023856195 NA 75 W05_GLYSO_06G015834_1_P|GLYMA_ZH13_06G239200_1_P 13
Int11409_395 713 733 0.017675107297196378 NA 57 GWHPACDY050830|W05_GLYSO_12G034239_1_P 19
Int11409_395 472 476 0.01772251132965374 NA 100 GWHPACEO024198|GWHPACDZ023663 2
Int11409_395 530 120 0.017777798107047094 GWHPACEF022348 NA NA 1
Int11409_395 488 77 0.018050165131780066 GWHPACER022248 NA NA 1
Int11409_395 477 489 0.01827090768759187 NA 16 GWHPACDY024552|GWHPACEM024032 29
Int11409_395 775 779 0.018723813310121025 NA 89 GWHPACES024224|W05_GLYSO_06G015880_1_P 2
Int11409_395 498 96 0.018864578292026306 GWHPACER022254 NA NA 1
Int11409_395 489 588 0.019784213132583717 NA 44 GWHPACEM024032|GWHPACEC022831 19
Int11409_395 736 328 0.02030370005798113 GWHPACDY050838 NA NA 1
Int11409_395 712 306 0.020345574422171067 GWHPACEB045598 NA NA 1
Int11409_395 532 134 0.021463112191867615 W05_GLYSO_06G015834_1_P NA NA 1
Int11409_395 427 30 0.021982252302451346 GWHPACEV022399 NA NA 1
Int11409_395 718 724 0.0225578266321435 NA 100 GWHPACEM049321|GWHPACDZ050921 7
Int11409_395 720 309 0.02287838781234733 GWHPACDY050840 NA NA 1
Int11409_395 445 40 0.023338896227220636 W05_GLYSO_06G015893_1_P NA NA 1
Int11409_395 493 82 0.023572875977167177 GLYMA_ZH13_06G235400_1_P NA NA 1
Int11409_395 420 421 0.023645038026741963 NA 68 GWHPACEO024154|GWHPACEC022877 23
Int11409_395 678 280 0.024026924579627382 GWHPACEJ050980 NA NA 1
Int11409_395 458 459 0.02457383813899894 NA 75 GWHPACER022334|GWHPACEG023988 4
Int11409_395 419 443 0.024978721554910606 NA 53 W05_GLYSO_06G015893_1_P|W05_GLYSO_10G026825_1_P 27
Int11409_395 777 371 0.025380086738188035 GWHPACEF022388 NA NA 1
Int11409_395 448 449 0.025786941915985132 NA 83 GLYMA_ZH13_06G244200_1_P|GWHPACEU024197 14
Int11409_395 490 506 0.025803756009992816 NA 12 GWHPACEV022326|GWHPACES024175 28
Int11409_395 618 209 0.02591658498962327 GWHPACEQ046336 NA NA 1
Int11409_395 506 507 0.026092285648931325 NA 59 GWHPACEV022326|GWHPACDY024545 25
Int11409_395 546 547 0.027255362422400526 NA 100 GWHPACEM024042|GWHPACDZ023547 3
Int11409_395 443 465 0.02770364510695735 NA 48 W05_GLYSO_10G026825_1_P|GWHPACDY024635 29
Int11409_395 401 4 0.028763554664874846 GLYMA_ZH13_06G243100_1_P NA NA 1
Int11409_395 506 544 0.0289881447190155 NA 17 GWHPACES024175|W05_GLYSO_06G015857_1_P 26
Int11409_395 446 447 0.029615566705798707 NA 100 GWHPACDY024641|GWHPACDZ023624 2
Int11409_395 588 599 0.029685185804414156 NA 60 GWHPACEC022831|GWHPACEB022454 16
Int11409_395 637 638 0.029819875780616602 NA 49 GWHPACEJ052292|W05_GLYSO_12G035080_1_P 27
Int11409_395 418 419 0.03019487353991156 NA 57 GWHPACDY024636|W05_GLYSO_06G015893_1_P 20
Int11409_395 440 441 0.03131128847662146 NA 100 GWHPACEP022710|GWHPACEM024113 3
Int11409_395 460 461 0.03155440197500346 NA 99 GWHPACEG023988|GWHPACEL023092 2
Int11409_395 485 73 0.031910834407974265 GWHPACEE023931 NA NA 1
Int11409_395 484 485 0.032624999526947106 NA 100 GWHPACEE023931|GWHPACEI024777 4
Int11409_395 577 579 0.033950275894430594 NA 93 GWHPACEL023045|GWHPACEV022355 9
Int11409_395 545 546 0.03412718739997347 NA 94 GWHPACEF022352|GWHPACDZ023547 4
Int11409_395 460 52 0.03432489310362381 GWHPACET024440 NA NA 1
Int11409_395 558 559 0.03503457180640207 NA 98 GWHPACES024198|GWHPACDY024586 3
Int11409_395 717 718 0.03586136197976116 NA 9 GWHPACEL047317|GWHPACEM049321 13
Int11409_395 546 139 0.03864721141028789 GWHPACEF022352 NA NA 1
Int11409_395 545 135 0.04002979879261142 GWHPACES024175 NA NA 1
Int11409_395 491 492 0.04035011763779899 NA 57 GLYMA_ZH13_06G235400_1_P|GWHPACEP022655 14
Int11409_395 777 370 0.04139107604792549 GWHPACEC022862 NA NA 1
Int11409_395 468 469 0.041573040960845256 NA 58 W05_GLYSO_10G026825_1_P|GWHPACEJ024892 29
Int11409_395 469 470 0.04243964748298334 NA 29 GWHPACEJ024892|GWHPACDY050888 29
Int11409_395 446 43 0.0432704210022421 GWHPACEF022415 NA NA 1
Int11409_395 709 710 0.04356404948620002 NA 99 GWHPACEV077187|GWHPACEN048779 4
Int11409_395 552 141 0.04428078899814956 GWHPACDY024585 NA NA 1
Int11409_395 556 558 0.044719637953683444 NA 81 GWHPACES024198|GWHPACEI024822 22
Int11409_395 422 423 0.044814064402764704 NA 100 GWHPACEF022409|GWHPACEO024154 3
Int11409_395 549 550 0.04493943420754363 NA 32 W05_GLYSO_06G015857_1_P|GWHPACEM024060 26
Int11409_395 559 560 0.045641762778763584 NA 100 GWHPACES024198|GWHPACEF022365 2
Int11409_395 422 425 0.04575667248164205 NA 100 GWHPACEB022523|GWHPACEH024091 16
Int11409_395 667 259 0.04610636894807798 W05_GLYSO_12G034241_1_P NA NA 1
Int11409_395 554 555 0.04901438015795363 NA 100 GWHPACEM024060|GWHPACEP022681 2
Int11409_395 775 776 0.04958574704744257 NA 89 GWHPACEC022862|GWHPACEB022511 4
Int11409_395 710 711 0.05055731560917408 NA 100 GWHPACEN048779|W05_GLYSO_12G034247_1_P 3
Int11409_395 458 48 0.05286762193264203 GWHPACEQ022749 NA NA 1
Int11409_395 509 98 0.05485630268430576 GWHPACEX022663 NA NA 1
Int11409_395 478 479 0.05734115604938894 NA 80 GWHPACDY024540|GWHPACEO024055 11
Int11409_395 421 440 0.05880033447592888 NA 100 GWHPACEC022877|GWHPACEP022710 4
Int11409_395 576 577 0.0597937011109979 NA 91 GWHPACEN023737|GWHPACEV022355 11
Int11409_395 662 244 0.060475716125927226 GWHPACEB046816 NA NA 1
