Clade parent node branch.length label bootstrap mrca_id N_OverlapEco
Int11890_361_405_R_36 50 51 0.09942199560237887 NA 100 GWHPACEJ087965|GWHPACEJ068243 3
Int11890_361_405_R_36 51 52 0.10054275690568457 NA 100 GWHPACEL062907|GWHPACEJ068243 3
Int11890_361_405_R_36 51 12 0.1393299921746632 GWHPACEJ087965 NA NA 1
Int11890_361_405_R_36 45 46 0.1406008316607628 NA 100 W05_GLYSO_16G043563_1_P|GWHPACEJ087960 8
Int11890_361_405_R_36 59 62 0.14521630648258618 NA 100 GLYMA_16G210800_1|GLYMA_ZH13_16G187300_1_P 3
Int11890_361_405_R_36 42 43 0.15245183307719332 NA 100 GWHPACEN066569|GWHPACEG066796 4
Int11890_361_405_R_36 59 60 0.1577141963865263 NA 100 GWHPACEE067092|GLYMA_16G210600_1 2
Int11890_361_405_R_36 37 36 0.16690295624482263 GWHPACEI069667 NA NA 0
Int11890_361_405_R_36 45 2 0.2819347162696496 GWHPACEN066569 NA NA 0
Int11890_361_405_R_36 43 64 0.3093666319061221 NA 98 GWHPACEG066796|GWHPACEV061357 2
Int11890_361_405_R_36 64 65 0.332912023713823 NA 100 GWHPACEG066796|GWHPACEW067263 2
Int11890_361_405_R_36 64 66 0.35997931292864355 NA 100 GWHPACEW067272|GWHPACEV061357 1
Int11890_361_407_R_18 29 11 0.014486048460843422 GLYMA_16G212300_1 NA NA 0
Int11890_361_407_R_18 31 32 0.015236836603406757 NA 100 W05_GLYSO_16G043557_1_P|GWHPACEO066985 1
Int11890_361_407_R_18 29 30 0.016880537042852275 NA 100 GLYMA_ZH13_16G113500_1_P|GWHPACDY068100 2
Int11890_361_407_R_18 33 15 0.016925195218797394 GWHPACES066447 NA NA 0
Int11890_361_407_R_18 31 12 0.021211905201300073 GLYMA_ZH13_16G113500_1_P NA NA 1
Int11890_361_407_R_18 20 29 0.02372798315329909 NA 99 GLYMA_16G212300_1|GLYMA_ZH13_16G113500_1_P 2
Int11890_361_407_R_18 22 23 0.023777864531139642 NA 93 GWHPACEC063184|GWHPACEB061412 0
Int11890_361_407_R_18 25 26 0.024494767808928227 NA 94 GWHPACEK060224|GWHPACEB061412 0
Int11890_361_407_R_18 30 34 0.0487334480063301 NA 100 GWHPACDY068100|W05_GLYSO_16G043559_1_P 1
Int11890_361_407_R_18 30 31 0.1395215409765835 NA 100 GLYMA_ZH13_16G113500_1_P|W05_GLYSO_16G043557_1_P 2
Int11890_361_425_R_29 47 48 0.021855196798827973 NA 100 GWHPACEV069747|GWHPACEW076352 0



Int11890_361_455_R_50 77 90 0.010212671926921336 NA 91 GWHPACEB070054|GWHPACEA077086 5
Int11890_361_455_R_50 54 55 0.010270992675387959 NA 84 GWHPACEE076630|GWHPACEP072447 5
Int11890_361_455_R_50 71 72 0.012671917254760188 NA 100 GWHPACEG076063|GWHPACEH076938 2
Int11890_361_455_R_50 78 79 0.021731427277820098 NA 96 GWHPACEW076821|W05_GLYSO_19G050599_1_P 7
Int11890_361_455_R_50 61 62 0.02231031373752273 NA 100 GWHPACEQ071796|GLYMA_19G054700_1 4
Int11890_361_455_R_50 73 77 0.022861156008246675 NA 100 GWHPACEW076821|GWHPACEB070054 17
Int11890_361_455_R_50 57 58 0.0230009623313787 NA 84 GLYMA_19G054700_1|GWHPACEF072978 8
Int11890_361_455_R_50 87 88 0.028934982923349506 NA 98 GWHPACEL073076|GWHPACED073390 3
Int11890_361_455_R_50 60 73 0.0388591301288708 NA 100 GWHPACEH076947|GWHPACEW076821 16
Int11890_361_455_R_50 73 74 0.049107968558194055 NA 100 GWHPACEB070056|GWHPACEH076947 4
Int11890_361_455_R_50 59 60 0.0749920896148662 NA 100 GLYMA_19G054700_1|GWHPACEH076947 11
Int11890_361_455_R_50 71 16 0.1406055400268109 GLYMA_ZH13_19G049500_1_P NA NA 1
Int11890_361_455_R_50 60 61 0.2193895938473021 NA 100 GLYMA_19G054700_1|GLYMA_ZH13_19G049500_1_P 7
Int11890_361_504_R_81 130 131 0.010231299565272545 NA 0 GWHPACED063509|GWHPACEI068704 9
Int11890_361_504_R_81 117 35 0.011647555487440413 GWHPACDY068214 NA NA 1
Int11890_361_504_R_81 82 81 0.012524597055181181 GWHPACDZ065184 NA NA 1
Int11890_361_504_R_81 129 130 0.012602546567548924 NA 0 GWHPACER061189|GWHPACED063509 9
Int11890_361_504_R_81 92 5 0.012758454793245385 GLYMA_16G137600_1 NA NA 1
Int11890_361_504_R_81 127 41 0.012809662006938808 GWHPACEX062135 NA NA 1
Int11890_361_504_R_81 128 129 0.014763138139518012 NA 0 GWHPACEQ062098|GWHPACER061189 10
Int11890_361_504_R_81 120 33 0.018192602782210725 GWHPACEF062998 NA NA 1
Int11890_361_504_R_81 153 154 0.019811299379194278 NA 95 GWHPACES066590|GWHPACEM066218 2
Int11890_361_504_R_81 155 156 0.021690620951021658 NA 100 GWHPACEJ087879|GWHPACEG065912 6
Int11890_361_504_R_81 153 70 0.021690938485766587 GWHPACEC062303 NA NA 1
Int11890_361_504_R_81 127 40 0.02190238874958185 GWHPACEF063003 NA NA 1
Int11890_361_504_R_81 133 134 0.022415590714442577 NA 100 GWHPACED063509|GWHPACEK059371 2
Int11890_361_504_R_81 83 84 0.024236121934843945 NA 100 GWHPACED063516|GLYMA_ZH13_16G122000_1_P 9
Int11890_361_504_R_81 131 132 0.025748100395222313 NA 0 GWHPACEB060477|GWHPACED063509 7
Int11890_361_504_R_81 82 155 0.02793254522091251 NA 100 GWHPACEK059376|GWHPACEJ087879 7
Int11890_361_504_R_81 144 60 0.02858446940853947 GWHPACDY068225 NA NA 1
Int11890_361_504_R_81 87 88 0.028880917028811716 NA 92 GLYMA_ZH13_16G122000_1_P|GWHPACEJ068351 16
Int11890_361_504_R_81 86 87 0.0290242012174972 NA 97 GLYMA_ZH13_16G122000_1_P|GLYMA_ZH13_16G120300_1_P 16
Int11890_361_504_R_81 155 74 0.032100362818052314 GWHPACEK059376 NA NA 1
Int11890_361_504_R_81 89 90 0.03242701214841368 NA 99 GLYMA_ZH13_16G122000_1_P|GWHPACEI068718 3
Int11890_361_504_R_81 89 92 0.03268653578766893 NA 99 GLYMA_16G137600_1|W05_GLYSO_16G043667_1_P 2
Int11890_361_504_R_81 87 109 0.04440477009565925 NA 100 GLYMA_ZH13_16G120300_1_P|GLYMA_ZH13_16G120400_1_P 17
Int11890_361_504_R_81 143 144 0.04617499069165709 NA 100 GWHPACDY068225|GWHPACEA066696 10
Int11890_361_504_R_81 121 122 0.04798801170245152 NA 100 GLYMA_ZH13_16G120800_1_P|GLYMA_16G136000_1 3
Int11890_361_504_R_81 109 116 0.05418301726542134 NA 100 GLYMA_ZH13_16G120400_1_P|GLYMA_ZH13_16G120800_1_P 17
Int11890_361_504_R_81 122 36 0.0546427018549622 GLYMA_ZH13_16G120800_1_P NA NA 1
Int11890_361_504_R_81 116 121 0.05825095928361385 NA 100 GLYMA_ZH13_16G120800_1_P|GWHPACEJ068342 17
Int11890_361_504_R_81 121 124 0.06343394610773206 NA 100 GWHPACEJ068342|GWHPACEF063003 17
Int11890_361_504_R_81 88 89 0.06423126557363572 NA 100 GLYMA_ZH13_16G122000_1_P|GLYMA_16G137600_1 5
Int11890_361_504_R_81 125 126 0.06759861380562263 NA 18 GWHPACEF063003|GWHPACEQ062098 12
Int11890_361_504_R_81 143 59 0.0759947610826918 GWHPACEE066204 NA NA 0
Int11890_361_504_R_81 85 153 0.08088462389008748 NA 100 GWHPACEC062303|GWHPACES066590 3
Int11890_361_504_R_81 124 39 0.08954820702638953 GWHPACEJ068342 NA NA 1
Int11890_361_504_R_81 86 143 0.09704985425888299 NA 100 GWHPACEE066204|GWHPACDY068225 10
Int11890_361_504_R_81 84 85 0.11197039287548967 NA 100 GLYMA_ZH13_16G122000_1_P|GWHPACEC062303 10
Int11890_361_504_R_81 85 86 0.11499973886600628 NA 100 GLYMA_ZH13_16G122000_1_P|GWHPACEE066204 13
Int11890_361_504_R_81 144 145 0.13934804957175928 NA 100 GWHPACEA066696|GWHPACEJ087876 9
Int11890_361_504_R_81 116 117 0.13990083770187794 NA 100 GWHPACDY068214|GLYMA_ZH13_16G120400_1_P 5
Int11890_361_504_R_81 88 93 0.1458032157462639 NA 100 GWHPACEJ068351|GWHPACEU066775 15
Int11890_361_504_R_81 109 110 0.2165712496518589 NA 100 GLYMA_ZH13_16G120300_1_P|GWHPACEM066204 7
Int11890_361_584_R_15 16 28 0.012569147662507192 NA 53 GWHPACDY024696|W05_GLYSO_06G015930_1_P 2
Int11890_361_584_R_15 17 18 0.023958028938343277 NA 90 W05_GLYSO_06G015914_1_P|GWHPACEV022447 1
Int11890_361_584_R_15 16 17 0.03589274138608515 NA 99 GWHPACDY024687|GWHPACEV022447 2
Int11890_361_584_R_15 28 14 0.040814458595347845 W05_GLYSO_06G015930_1_P NA NA 1
Int11890_361_584_R_15 16 15 0.0893623786255866 GLYMA_ZH13_06G246800_1_P NA NA 0
Int11890_361_584_R_15 17 1 0.10047079646219775 GWHPACDY024687 NA NA 1
Int11890_361_584_R_15 28 13 0.11116404841889203 GWHPACDY024696 NA NA 1
Int11890_361_599_R_29 44 47 0.010672960753142006 NA 92 GWHPACEJ024901|GWHPACES024985 4
Int11890_361_599_R_29 44 45 0.01188520103284669 NA 100 W05_GLYSO_06G015925_1_P|GWHPACEO024198 1
Int11890_361_599_R_29 31 32 0.03498678061152472 NA 100 GWHPACEB022590|GWHPACEV022458 2
Int11890_361_599_R_29 32 33 0.048452671821328404 NA 100 GWHPACEV022458|GWHPACEC022927 3
Int11890_361_599_R_29 33 34 0.07476161628677343 NA 100 GWHPACET024492|GWHPACEV022458 0
Int11890_361_599_R_29 47 48 0.07754266465388228 NA 100 GWHPACEJ024901|GWHPACEU084554 4
Int11890_361_599_R_29 33 37 0.10595984661520655 NA 100 GWHPACEC022927|W05_GLYSO_06G015925_1_P 3
Int11890_361_599_R_29 37 38 0.12292899559542199 NA 100 GWHPACEC022927|GWHPACES024277 1
Int11890_361_599_R_29 37 44 0.14696611438449056 NA 100 W05_GLYSO_06G015925_1_P|GWHPACEJ024901 4
Int11890_361_628_R_48 67 78 0.01009993356240142 NA 55 W05_GLYSO_16G044383_1_P|W05_GLYSO_16G044388_1_P 5
Int11890_361_628_R_48 52 4 0.011196431261019995 GWHPACDZ066121 NA NA 0
Int11890_361_628_R_48 60 61 0.011387474416606796 NA 67 GLYMA_16G213800_1|W05_GLYSO_16G044379_1_P 2
Int11890_361_628_R_48 52 53 0.012546431904569758 NA 78 GLYMA_16G213900_1|GWHPACES067573 4
Int11890_361_628_R_48 70 20 0.01347738629907894 GLYMA_16G213700_1 NA NA 1
Int11890_361_628_R_48 54 6 0.018223735441800615 W05_GLYSO_16G044380_1_P NA NA 1
Int11890_361_628_R_48 61 12 0.018583951185280806 W05_GLYSO_16G044379_1_P NA NA 1
Int11890_361_628_R_48 51 52 0.019428325188646057 NA 40 GWHPACDZ066121|GLYMA_16G213900_1 4
Int11890_361_628_R_48 92 93 0.0198408799930228 NA 99 GWHPACEH067538|GWHPACEI069721 2
Int11890_361_628_R_48 91 92 0.02007491555389224 NA 69 GWHPACEU067849|GWHPACEH067538 3
Int11890_361_628_R_48 74 23 0.020936765586054208 GLYMA_ZH13_16G190600_1_P NA NA 1
Int11890_361_628_R_48 79 30 0.023664659498331454 GLYMA_ZH13_16G190200_1_P NA NA 1
Int11890_361_628_R_48 81 82 0.02773083968062579 NA 100 W05_GLYSO_16G044388_1_P|GLYMA_ZH13_16G190800_1_P 2
Int11890_361_628_R_48 68 73 0.02901124084069863 NA 27 GLYMA_ZH13_16G190600_1_P|W05_GLYSO_16G044387_1_P 3
Int11890_361_628_R_48 67 68 0.032903801457565676 NA 23 GLYMA_ZH13_16G189700_1_P|GLYMA_ZH13_16G190600_1_P 5
Int11890_361_628_R_48 94 47 0.03449983105717468 GLYMA_ZH13_16G189900_1_P NA NA 1
Int11890_361_628_R_48 94 47 0.03449983105717468 GLYMA_ZH13_16G189900_1_P NA NA 1
Int11890_361_628_R_48 94 47 0.03449983105717468 GLYMA_ZH13_16G189900_1_P NA NA 1
Int11890_361_628_R_48 94 47 0.03449983105717468 GLYMA_ZH13_16G189900_1_P NA NA 1
Int11890_361_628_R_48 78 80 0.03543706563543079 NA 100 W05_GLYSO_16G044388_1_P|GWHPACEJ069404 5
Int11890_361_628_R_48 74 24 0.03618500767067542 W05_GLYSO_16G044386_1_P NA NA 1
Int11890_361_628_R_48 70 71 0.0386957635420318 NA 100 GLYMA_ZH13_16G189700_1_P|W05_GLYSO_16G044378_1_P 2
Int11890_361_628_R_48 57 66 0.03871656804773744 NA 41 GLYMA_ZH13_16G189700_1_P|GLYMA_16G214900_1 6
Int11890_361_628_R_48 90 94 0.04329117420228007 NA 36 W05_GLYSO_16G044381_1_P|GLYMA_ZH13_16G189900_1_P 2
Int11890_361_628_R_48 60 62 0.04570586274186034 NA 99 GWHPACEU067846|GWHPACET068237 4
Int11890_361_628_R_48 66 88 0.04657579552198068 NA 87 GLYMA_16G214900_1|GLYMA_16G214100_1 6
Int11890_361_628_R_48 66 67 0.04672370163746036 NA 35 GLYMA_ZH13_16G189700_1_P|W05_GLYSO_16G044383_1_P 5
Int11890_361_628_R_48 83 34 0.0470820472887643 GWHPACEJ069404 NA NA 1
Int11890_361_628_R_48 55 57 0.04758287416460006 NA 67 GLYMA_16G198900_1|GLYMA_ZH13_16G189700_1_P 5
Int11890_361_628_R_48 59 10 0.047823411104972895 W05_GLYSO_16G044236_1_P NA NA 1
Int11890_361_628_R_48 83 84 0.04975539632283131 NA 100 GLYMA_16G214669_1|GLYMA_ZH13_16G190300_1_P 4
Int11890_361_628_R_48 57 58 0.05507817121864169 NA 75 GLYMA_16G198900_1|GLYMA_16G213800_1 6
Int11890_361_628_R_48 58 60 0.06701357121235489 NA 93 GLYMA_16G213800_1|GWHPACEU067846 6
Int11890_361_628_R_48 80 83 0.07135908020232151 NA 100 GWHPACEJ069404|GLYMA_16G214669_1 4
Int11890_361_628_R_48 55 56 0.08501016116750981 NA 100 GWHPACES067573|GWHPACEL063969 0
Int11890_361_628_R_48 68 69 0.10284880924788956 NA 97 GLYMA_ZH13_16G189700_1_P|GWHPACEN066610 4
Int11890_361_628_R_48 75 77 0.10400713640016329 NA 100 GWHPACEC063220|GWHPACEI069730 1
Int11890_361_628_R_48 88 90 0.1136369597286703 NA 100 GLYMA_16G214100_1|W05_GLYSO_16G044381_1_P 6
Int11890_361_628_R_48 69 70 0.11372805540206171 NA 100 GLYMA_16G213700_1|GLYMA_ZH13_16G189700_1_P 3
Int11890_361_628_R_48 78 79 0.11498012394363591 NA 100 W05_GLYSO_16G044383_1_P|GLYMA_ZH13_16G190200_1_P 2
Int11890_361_628_R_48 89 40 0.11533367095677215 GLYMA_16G214900_1 NA NA 1
Int11890_361_628_R_48 80 81 0.11885822008357101 NA 100 GLYMA_16G215000_1|W05_GLYSO_16G044388_1_P 3
Int11890_361_628_R_48 58 59 0.13067979379565758 NA 100 GLYMA_16G198900_1|W05_GLYSO_16G044236_1_P 2
Int11890_361_628_R_48 85 36 0.136771655167486 GLYMA_ZH13_16G190300_1_P NA NA 1
Int11890_361_628_R_48 89 41 0.14041201987994276 GWHPACEX063073 NA NA 1
Int11890_361_628_R_48 88 89 0.1464044630344327 NA 99 GLYMA_16G214900_1|GWHPACEX063073 2
Int11890_361_628_R_48 69 72 0.15079467039187847 NA 100 GWHPACEN066610|GWHPACEO068166 1
Int11890_361_628_R_48 53 55 0.19142319240820327 NA 100 GWHPACES067573|GLYMA_16G198900_1 5
Int11890_361_628_R_48 73 74 0.2095677811867789 NA 100 GLYMA_ZH13_16G190600_1_P|W05_GLYSO_16G044386_1_P 2
Int11890_361_628_R_48 73 75 0.2519253674334827 NA 100 W05_GLYSO_16G044387_1_P|GWHPACEC063220 3
Int12253_29_38_L_16 25 29 0.011515229332976178 NA 99 GWHPACEF063332|GWHPACEW066598 1
Int12253_29_38_L_16 29 13 0.012987865103481657 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16 29 13 0.012987865103481657 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16 29 13 0.012987865103481657 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16 29 13 0.012987865103481657 GWHPACEF063332 NA NA 1
Int12253_29_38_L_16 20 21 0.016345369005229045 NA 100 GWHPACEI069035|GWHPACEH066813 0
Int12253_29_38_L_16 17 16 0.022982161667460723 GWHPACDZ065497 NA NA 0
Int12253_29_38_L_16 22 23 0.023448818143846254 NA 84 W05_GLYSO_16G043873_1_P|GWHPACEN065930 1
Int12253_29_38_L_16 25 26 0.04837075606171176 NA 96 GWHPACEX062440|GWHPACEN065929 2
Int12253_29_38_L_16 20 22 0.059873475647630854 NA 100 GLYMA_ZH13_16G142600_1_P|W05_GLYSO_16G043873_1_P 2
Int12253_29_38_L_16 18 20 0.08582516497951614 NA 100 GWHPACEI069035|W05_GLYSO_16G043873_1_P 2
Int12253_29_38_L_16 27 28 0.12582067509048203 NA 100 GWHPACEN065929|GWHPACEJ068648 2
Int12285_28_44_L_16 28 29 0.010769072053411044 NA 87 GWHPACEI069680|GWHPACDY069259 0
Int12285_28_44_L_16 18 19 0.021469251281990974 NA 40 GWHPACEO068139|GWHPACEI069680 1
Int12285_28_44_L_16 18 2 0.048672015339369885 GLYMA_16G211400_11 NA NA 1
Int12285_28_45_R_11 20 9 0.011215924056881241 W05_GLYSO_15G041846_1_P NA NA 0
Int12285_28_45_R_11 14 18 0.03452487061950439 NA 100 GLYMA_ZH13_15G217700_1_P|W05_GLYSO_15G041846_1_P 0
Int12285_28_45_R_11 20 10 0.08913946912705656 GWHPACEX059594 NA NA 0
Int12312_35_63_L_28 51 20 0.012772290238654777 GWHPACEK046039 NA NA 0
Int12312_35_63_L_28 42 15 0.016589932940448797 GWHPACEF048303 NA NA 0
Int12312_35_65_R_5 6 5 0.030236391398973127 GLYMA_ZH13_16G142600_1_P NA NA 0
Int12312_35_65_R_5 6 5 0.030236391398973127 GLYMA_ZH13_16G142600_1_P NA NA 0
Int12312_35_65_R_5 6 5 0.030236391398973127 GLYMA_ZH13_16G142600_1_P NA NA 0
Int12312_35_65_R_5 6 5 0.030236391398973127 GLYMA_ZH13_16G142600_1_P NA NA 0
Int12312_35_65_R_5 8 3 0.033869007766759086 GWHPACEN065932 NA NA 0
Int12312_35_65_R_5 8 4 0.03665827059786808 GWHPACDY068547 NA NA 0
Int12312_35_65_R_5 7 8 0.04268945519095434 NA 91 GWHPACEN065932|GWHPACDY068547 0
Int12346_39_55_L_22 32 35 0.012561168567377236 NA 100 GWHPACEU064090|GWHPACEO064401 0
Int12346_39_55_R_17 29 12 0.07819458752470551 GWHPACEO054407 NA NA 0
Int12346_39_55_R_17 27 28 0.14925644220068987 NA 100 GWHPACET054687|GLYMA_13G194900_1 0
Int12386_211_240_L_132 230 92 0.010594833729592567 GWHPACEN074939 NA NA 1
Int12386_211_240_L_132 153 235 0.010751514349473346 NA 76 GWHPACEK067967|GWHPACED072384 7
Int12386_211_240_L_132 241 246 0.011054469786217895 NA 98 GWHPACEE075564|GWHPACES075959 2
Int12386_211_240_L_132 231 93 0.011179442471067502 GWHPACEP071434 NA NA 1
Int12386_211_240_L_132 188 189 0.011501500231255497 NA 99 GWHPACEL072013|GWHPACEG074986 3
Int12386_211_240_L_132 182 183 0.011598333007173346 NA 12 GWHPACES075955|GWHPACEW075761 7
Int12386_211_240_L_132 168 169 0.012464872143885187 NA 32 GWHPACES075958|GWHPACER069876 10
Int12386_211_240_L_132 149 153 0.013083779302426162 NA 36 GWHPACEA076055|GWHPACEK067967 22
Int12386_211_240_L_132 154 155 0.013466332717969568 NA 21 GWHPACEA076055|GWHPACEN074939 26
Int12386_211_240_L_132 145 146 0.014110349486629354 NA 83 GWHPACES075951|GWHPACEE075557 2
Int12386_211_240_L_132 230 231 0.015318633890303952 NA 59 GWHPACEP071434|GWHPACEB069051 5
Int12386_211_240_L_132 143 11 0.015917701544108976 GWHPACEF071970 NA NA 1
Int12386_211_240_L_132 149 150 0.016111797817770692 NA 73 GWHPACER069879|GWHPACEL072020 4
Int12386_211_240_L_132 179 37 0.01687166236982542 GWHPACEW075756 NA NA 1
Int12386_211_240_L_132 180 181 0.01700233345592934 NA 100 GWHPACES075952|GWHPACEE075558 2
Int12386_211_240_L_132 193 197 0.017415988936316976 NA 28 GWHPACDY077911|GWHPACEL072012 6
Int12386_211_240_L_132 179 38 0.017658326343242263 GWHPACDY077910 NA NA 1
Int12386_211_240_L_132 182 191 0.019378148191017706 NA 11 GWHPACDZ074281|GWHPACEW059589 28
Int12386_211_240_L_132 148 241 0.02007959704784894 NA 39 GWHPACEU084472|GWHPACEE075564 7
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 240 104 0.021071197184525 GWHPACED072384 NA NA 1
Int12386_211_240_L_132 187 188 0.021357237080893175 NA 76 GWHPACES075956|GWHPACEG074986 4
Int12386_211_240_L_132 229 98 0.022522216200838285 GWHPACEW075764 NA NA 1
Int12386_211_240_L_132 158 159 0.022570357885139926 NA 52 GWHPACDY077909|GWHPACEL072010 3
Int12386_211_240_L_132 147 148 0.022597662962297912 NA 38 GWHPACER069879|GWHPACEU084472 18
Int12386_211_240_L_132 164 182 0.023867129083274596 NA 7 GWHPACES075955|GWHPACDZ074281 28
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 186 46 0.024133112395697223 GWHPACEU076323 NA NA 1
Int12386_211_240_L_132 156 162 0.02543274104363718 NA 3 W05_GLYSO_18G049854_1_P|GWHPACEU076325 28
Int12386_211_240_L_132 148 149 0.027724480028831773 NA 21 GWHPACER069879|GWHPACEA076055 21
Int12386_211_240_L_132 142 143 0.027751071363180457 NA 74 GWHPACEF071970|GWHPACES075951 6
Int12386_211_240_L_132 162 164 0.029743312349623796 NA 5 GWHPACEU076325|GWHPACES075955 28
Int12386_211_240_L_132 162 163 0.030252982985290063 NA 70 W05_GLYSO_18G049854_1_P|GWHPACDY077912 2
Int12386_211_240_L_132 165 168 0.031786443002525186 NA 41 GWHPACEM075631|GWHPACER069876 11
Int12386_211_240_L_132 164 165 0.03242094020642157 NA 40 GWHPACEU076325|GWHPACEM075631 12
Int12386_211_240_L_132 155 229 0.0340339623070716 NA 84 GWHPACEW075764|GWHPACEN074939 7
Int12386_211_240_L_132 253 120 0.03814963173518063 GWHPACEV030080 NA NA 1
Int12386_211_240_L_132 229 230 0.039404125313515184 NA 95 GWHPACEN074939|GWHPACEP071434 6
Int12386_211_240_L_132 158 161 0.04107905398102041 NA 100 GWHPACEW075755|GWHPACEV069163 2
