Clade	FractionZero	FractionZeroNG	Ali_Length	N_HV_Sites
Int11080_32_53_L_21	0.413533834586466	0.956140350877193	798	0
Int11080_32_53_R_11	0.834378920953576	0.98870765370138	797	0
Int11113_180_194_L_18	0.5552353506244	0.989433237271854	1041	0
Int11113_180_197_R_21	0.33117483811285803	0.944495837187789	1081	0
Int11113_180_218_R_17	0.62648401826484	0.901369863013699	1095	2
Int11113_180_234_R_17	0.51035103510351	0.885688568856886	1111	7
Int11113_180_251_R_20	0.569405099150142	0.962228517469311	1059	0
Int11113_180_271_R_30	0.627772420443587	0.845708775313404	1037	0
Int11113_180_303_R_16	0.326145552560647	0.976639712488769	1113	0
Int11113_180_318_R_27	0.452205882352941	0.878676470588235	1088	0
Int11113_180_345_R_7	0.586654309545876	0.968489341983318	1079	0
Int11113_180_351_R_5	0.681474480151229	0.950850661625709	1058	0
Int11293_117_147_L_32	0.185080928923293	0.697396199859254	1421	23
Int11293_117_150_R_22	0.33215234720992	0.924712134632418	1129	0
Int11293_117_171_R_20	0.309220985691574	0.984101748807631	1258	0
Int11293_117_190_R_22	0.965425531914894	0.982269503546099	1128	0
Int11293_117_211_R_21	0.758761206193969	0.988590057049715	1227	0
Int11409_395_471_L_74	0.121967213114754	0.537704918032787	1525	83
Int11409_395_471_R_144	0.118914604948125	0.454110135674381	1253	107
Int11409_395_614_R_22	0.473269062226117	0.983347940403155	1141	0
Int11409_395_636_R_29	0.428919577579204	0.943135662063363	1231	0
Int11409_395_666_R_23	0.801287948482061	0.948482060717571	1087	0
Int11409_395_688_R_22	0.78196872125115	0.979760809567617	1087	0
Int11409_395_709_R_43	0.213235294117647	0.754595588235294	1088	2
Int11409_395_752_R_4	0.595918367346939	0.904761904761905	1470	0
Int11409_395_755_R_28	0.238719068413392	0.87627365356623	1374	4
Int11837_52_69_L_24	0.92770105605199	0.992688870836718	1231	0
Int11837_52_71_R_26	0.825806451612903	0.993548387096774	1085	0
Int11890_361_405_L_52	0.391035548686244	0.684698608964451	647	15
Int11890_361_405_R_36	0.0872093023255814	0.367524916943522	2408	166
Int11890_361_407_R_18	0.309885931558935	0.777566539923954	1052	0
Int11890_361_425_R_29	0.297421731123389	0.977900552486188	1086	0
Int11890_361_455_R_50	0.222027972027972	0.623251748251748	1144	27
Int11890_361_504_R_81	0.0950837385197191	0.606699081577526	1851	106
Int11890_361_584_R_15	0.235720032180209	0.781979082864039	1243	0
Int11890_361_599_R_29	0.248941176470588	0.689411764705882	2125	27
Int11890_361_628_R_48	0.121542330259849	0.390611902766136	1193	94
Int12253_29_38_L_16	0.0690703735881842	0.859035621198957	4604	12
Int12253_29_39_R_11	0.813751087902524	0.983463881636205	1149	0
Int12285_28_44_L_16	0.585040983606557	0.956967213114754	1952	0
Int12285_28_45_R_11	0.484936831875607	0.917395529640428	1029	0
Int12312_35_63_L_28	0.799231508165226	0.972142170989433	1041	0
Int12312_35_65_R_5	0.351680672268908	0.964285714285714	2380	24
Int12346_39_55_L_22	0.961847389558233	0.97389558232931694	498	0
Int12346_39_55_R_17	0.540590405904059	0.802583025830258	542	0
Int12386_211_240_L_132	0	0.340872374798061	1238	108
Int12386_211_241_R_28	0.585310734463277	0.917514124293785	885	0
Int12386_211_242_R_27	0.235294117647059	0.951680672268908	1428	0
Int12386_211_295_R_24	0.40506329113924	0.912447257383966	948	0
Int12633_57_86_L_29	0.383783783783784	0.937297297297297	925	2
Int12633_57_86_R_28	0.484110169491525	0.990466101694915	944	0
Int12689_54_66_L_26	0.671052631578947	0.99780701754386	912	0
Int12689_54_66_R_28	0.558241758241758	0.995604395604396	910	0
Int12744_100_122_L_44	0.874066168623266	0.92102454642476	937	0
Int12744_100_122_R_56	0.558325912733749	0.82546749777382	1123	0
Int12847_58_80_L_29	0.630457933972311	0.894568690095847	939	0
Int12847_58_80_R_29	0.461123110151188	0.981641468682505	926	0
Int12905_55_74_L_29	0.134224598930481	0.904812834224599	1870	3
Int12905_55_74_R_26	0.509013785790032	0.943796394485684	943	0
Int12963_295_311_L_169	0.136216216216216	0.577297297297297	925	46
Int12963_295_311_R_32	0.192391304347826	0.916304347826087	1840	0
Int12963_295_344_R_26	0.389887640449438	0.833707865168539	890	5
Int12963_295_369_R_37	0.359357060849598	0.866819747416762	1742	0
Int12963_295_406_R_28	0.457269700332963	0.926748057713652	1802	0
Int13273_240_289_L_206	0.0892307692307692	0.281025641025641	975	48
Int13273_240_289_R_21	0.406518010291595	0.739279588336192	583	5
Int13273_240_309_R_13	0.993506493506494	0.993506493506494	924	0
Int13537_99_110_L_17	0.28755364806867	0.993562231759657	932	0
Int13537_99_112_R_27	0.981641468682505	0.98488120950324	926	0
Int13537_99_138_R_7	0.803766105054509	0.965312190287413	1009	0
Int13537_99_145_R_25	0.947145877378435	0.974630021141649	946	0
Int13537_99_169_R_23	0.637627432808156	0.870250231696015	1079	0
Int13635_63_106_R_20	0.532955350815025	0.960311835577605	1411	0
Int13635_63_89_L_26	0.625992779783394	0.909025270758123	1385	0
Int13635_63_90_R_17	0.861407249466951	0.994669509594883	938	0
Int7287_409_656_L_353	0.0655737704918033	0.359094457455113	1281	57
Int7287_409_656_R_36	0.224425059476606	0.896907216494845	1261	0
Int7287_409_711_R_20	0.674042553191489	0.912340425531915	1175	0
Int7289_198_284_R_8	0.661429693637078	0.974862529457973	1273	0
Int7289_198_292_L_140	0.187412587412587	0.535664335664336	1430	57
Int7289_198_292_R_30	0.401929260450161	0.905144694533762	1244	0
Int7289_198_321_R_20	0.376975169300226	0.892400300978179	1329	3
Int7491_119_141_L_41	0.853678253839935	0.962004850444624	1237	0
Int7491_119_143_R_50	0.534181240063593	0.872813990461049	1258	0
Int7491_119_194_R_25	0.735270379338176	0.987086359967716	1239	0
Int7663_158_221_L_81	0.086450540315877	0.522859517871987	1203	61
Int7663_158_225_R_23	0.530266343825666	0.871670702179177	1239	0
Int7663_158_248_R_22	0.655284552845528	0.895934959349593	1230	0
Int7663_158_269_R_29	0.632183908045977	0.915483434753212	1479	13
Int7884_206_253_R_38	0.146236559139785	0.9321044546851	3255	0
Int7884_206_291_R_8	0.379310344827586	0.997501249375312	2001	0
Int7884_206_319_L_89	0.0830965909090909	0.583806818181818	1408	58
Int7884_206_319_R_57	0.107657316148597	0.617892342683851	1319	50
Int7884_206_366_R_13	0.497446808510638	0.978723404255319	2350	0
Int8132_118_171_L_85	0.137692307692308	0.586153846153846	1300	54
Int8132_118_171_R_33	0.282658517952636	0.704354469060351	1309	39
Int8275_250_264_L_18	0.346544715447154	0.965447154471545	984	0
Int8275_250_264_R_62	0	0.845940959409594	2168	1
Int8275_250_331_R_28	0.702205882352941	0.917892156862745	816	0
Int8275_250_358_R_27	0.769306930693069	0.986138613861386	1010	0
Int8275_250_384_R_25	0.486614173228346	0.947244094488189	1270	0
Int8275_250_409_R_28	0.590221187427241	0.911525029103609	859	0
Int8275_250_436_R_27	0.439080459770115	0.939080459770115	870	0
Int8275_250_463_R_4	0.952840300107181	0.991425509110397	933	0
Int8275_250_467_R_29	0.818181818181818	0.977756286266925	1034	0
Int8559_390_422_L_64	0.055011655011655	0.811655011655012	2145	27
Int8559_390_425_R_204	0.0424242424242424	0.417171717171717	1980	80
Int8559_390_628_R_29	0.0328113348247576	0.951901565995526	2682	7
Int8559_390_656_R_24	0.761194029850746	0.979744136460554	938	0
Int8559_390_679_R_28	0.55080831408776	0.990762124711316	866	0
Int8559_390_706_R_20	0.755627009646302	0.989281886387996	933	0
Int8559_390_725_R_21	0.342465753424658	0.950913242009132	876	0
Int8998_23_13_L_22	0.974231912784936	0.974231912784936	1009	0
Int9024_309_319_L_28	0.78359375	0.96640625	1280	0
Int9024_309_319_R_168	0.0883014623172104	0.579302587176603	1778	115
Int9024_309_321_R_23	0.47075208913649	0.856545961002785	718	0
Int9024_309_343_R_11	0.816537467700258	0.987080103359173	1161	1
Int9024_309_356_R_26	0.316186252771619	0.822172949002217	2255	1
Int9024_309_381_R_23	0.564810251355347	0.985214391325776	2029	0
Int9024_309_403_R_30	0.6	0.917829457364341	1290	0
Int9342_188_247_L_79	0.214499700419413	0.573996405032954	1669	55
Int9342_188_250_R_27	0.696734059097978	0.947900466562986	1286	0
Int9342_188_277_R_57	0.147083449623221	0.679319006419202	3583	103
Int9342_188_336_R_20	0.781324820430966	0.980047885075818	1253	0
Int9555_160_203_R_23	0.898617511520737	0.926267281105991	434	0
Int9555_160_226_L_93	0	0.677053824362606	2118	48
Int9555_160_227_R_20	0.995967741935484	0.995967741935484	992	0
Int9555_160_246_R_24	0.718401486988848	0.907992565055762	1076	0
Int9721_57_85_L_28	0.498486377396569	0.933400605449041	991	0
Int9721_57_85_R_29	0.540950455005056	0.949443882709808	989	0
Int9778_403_421_L_27	0.966569767441861	0.997093023255814	688	0
Int9778_403_421_R_29	0.994177583697234	1	687	0
Int9778_403_423_R_57	0.63501849568434	0.906288532675709	811	0
Int9778_403_482_R_27	0.853233830845771	0.977611940298508	804	0
Int9778_403_509_R_83	0	0.787950383933845	1693	1
Int9778_403_591_R_41	0.00612745098039216	0.821691176470588	1632	0
Int9778_403_630_R_26	0.287226001511716	0.878306878306878	1323	0
Int9778_403_657_R_59	0.54367816091954	0.901149425287356	870	0
Int9778_403_716_R_26	0.982683982683983	0.998556998556999	693	0
Int9778_403_770_R_27	0.948453608247423	0.997054491899853	679	0
